,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,status,Vgchartzscore,average_rating
1803,Need for Speed Carbon,Racing,E10,Wii,Electronic Arts,EA Black Box,6.4,,1.28,0.45,0.66,0.02,0.15,2006,1,,6.4
1799,Champions of Norrath,Role-Playing,T,PS2,Sony Online Entertainment,Snowblind Studios,8.5,,1.28,0.63,0.49,,0.16,2004,1,,8.5
1793,BioShock,Shooter,M,PC,2K Games,2K Australia / 2K Boston,9.6,,1.29,,,,,2007,1,,9.6
1792,Transformers,Shooter,T,PS2,Atari,Melbourne House,7.8,,1.29,0.63,0.49,,0.16,2004,1,,7.8
1785,The Last Guardian,Action-Adventure,T,PS4,Sony Interactive Entertainment,SIE Japan Studio,7.9,,1.29,0.4,0.58,0.13,0.19,2016,1,,7.9
1774,Resident Evil: The Umbrella Chronicles,Shooter,M,Wii,Capcom,Cavia Inc.,7.5,8.0,1.3,,,,,2007,1,7.0,7.5
1773,Monster Hunter Freedom,Role-Playing,T,PSP,Capcom,Capcom,7.0,,1.3,,,,,2006,1,,7.0
1779,Xenogears,Role-Playing,T,PS,Square,SquareSoft,7.8,,1.3,,,,,1998,1,,7.8
1776,SaGa Frontier,Role-Playing,T,PS,Sony Computer Entertainment,SquareSoft,8.0,,1.3,,,,,1998,1,,8.0
1783,Scribblenauts: Unlimited,Puzzle,,PC,Warner Bros. Interactive Entertainment,5TH Cell,8.8,,1.3,,,,,2012,1,,8.8
1768,Devil May Cry 3: Dante's Awakening,Action,M,PS2,Capcom,Capcom,8.6,,1.3,,,,,2005,1,,8.6
1772,Kingdom Hearts 3D: Dream Drop Distance,Role-Playing,E10,3DS,Square Enix,Square Enix,7.5,,1.3,,,,,2012,1,,7.5
1767,LEGO Batman: The Videogame,Adventure,E10,PSP,Warner Bros. Interactive,Traveller's Tales,7.9,,1.3,0.57,0.46,,0.27,2008,1,7.1,7.5
1765,NBA Live 07,Sports,E,PS2,EA Sports,EA Canada,6.3,,1.3,1.07,0.04,0.02,0.17,2006,1,,6.3
1771,Final Fantasy: Crystal Chronicles,Role-Playing,T,GC,Nintendo,Square Enix,7.7,7.5,1.3,,,,,2004,1,,7.6
1777,Super Street Fighter IV: 3D Edition,Fighting,T,3DS,Capcom,Capcom,8.5,,1.3,,,,,2011,1,,8.5
1761,Burnout 3: Takedown,Racing,T,XB,Electronic Arts,Criterion Games,9.3,,1.31,0.84,0.43,,0.04,2004,1,,9.3
1759,The Beatles: Rock Band,Misc,T,X360,MTV Games,Harmonix Music Systems,8.9,,1.31,0.97,0.23,,0.11,2009,1,9.0,8.95
1755,LEGO Batman: The Videogame,Adventure,E10,PS3,Warner Bros. Interactive,Traveller's Tales,7.2,,1.31,0.72,0.39,,0.19,2008,1,7.5,7.35
1753,Madagascar,Platform,E10,PS2,Activision,Toys for Bob,6.4,,1.31,0.78,0.45,,0.07,2005,1,,6.4
1757,[Prototype],Action,M,X360,Activision,Radical Entertainment,7.9,,1.31,0.84,0.35,,0.12,2009,1,,7.9
1746,Rage,Shooter,M,PS3,Bethesda Softworks,id Software,7.9,,1.32,0.47,0.59,0.06,0.2,2011,1,,7.9
1740,MAG: Massive Action Game,Shooter,T,PS3,Sony Computer Entertainment,Zipper Interactive,7.4,9.5,1.32,0.77,0.3,0.09,0.16,2010,1,8.1,8.333333333333334
1736,Need for Speed Underground Rivals,Racing,E,PSP,Electronic Arts,Team Fusion,7.6,,1.32,0.69,0.38,0.02,0.24,2005,1,,7.6
1734,UFC Undisputed 2010,Fighting,T,X360,THQ,Yuke's Future Media Creators,8.6,,1.32,0.9,0.31,0.0,0.11,2010,1,,8.6
1735,Fallout 76,Role-Playing,M,PS4,Bethesda Softworks,Bethesda Game Studios,5.1,,1.32,0.52,0.49,0.1,0.2,2018,1,4.0,4.55
1732,WWE SmackDown vs Raw 2008,Fighting,T,PS3,THQ,Yuke's Media Creations,7.3,,1.33,0.62,0.5,0.01,0.2,2007,1,,7.3
1731,Grand Theft Auto: Chinatown Wars,Adventure,M,DS,Rockstar Games,Rockstar Leeds/North,9.5,9.6,1.33,0.58,0.56,0.05,0.14,2009,1,9.3,9.466666666666667
1726,Tony Hawk's Pro Skater,Sports,E,GB,Activision,Natsume,7.1,,1.33,0.9,0.38,0.01,0.05,2000,1,,7.1
1722,Kid Icarus: Uprising,Action,E10,3DS,Nintendo,Project Sora,8.0,,1.33,,,,,2012,1,,8.0
1721,Spider-Man: The Movie,Platform,E,GBA,Activision,Digital Eclipse,7.9,,1.33,0.92,0.35,0.01,0.05,2002,1,,7.9
1720,Alan Wake,Action,T,X360,Microsoft Game Studios,Remedy Entertainment,8.3,,1.33,0.66,0.5,0.05,0.12,2010,1,9.2,8.75
1718,Crysis 2,Shooter,M,PS3,Electronic Arts,Crytek,8.8,,1.33,0.48,0.57,0.06,0.22,2011,1,,8.8
1713,Command & Conquer: Red Alert 2,Strategy,T,PC,Electronic Arts,Westwood Studios,8.9,,1.34,1.32,0.02,,,2000,1,,8.9
1711,Need for Speed Carbon,Racing,E10,PS2,Electronic Arts,EA Black Box,7.7,,1.34,1.22,0.05,0.05,0.01,2006,1,,7.7
1714,Max Payne 2: The Fall of Max Payne,Shooter,M,PS2,Rockstar Games,Remedy Entertainment,6.8,,1.34,0.65,0.51,,0.17,2003,1,,6.8
1712,Battlefield: Bad Company,Shooter,T,PS3,Electronic Arts,EA Digital Illusions CE,8.6,,1.34,0.76,0.36,0.05,0.17,2008,1,,8.6
1705,Devil May Cry 4,Action,M,X360,Capcom,Capcom,8.5,,1.34,0.79,0.34,0.08,0.13,2008,1,,8.5
1706,F1 2010,Racing,E,PS3,Codemasters,Codemasters Birmingham,8.0,,1.34,0.25,0.75,0.08,0.26,2010,1,,8.0
1704,Tom Clancy's Rainbow Six: Vegas 2,Shooter,M,PS3,Ubisoft,Ubisoft Montreal,8.2,,1.34,0.66,0.45,0.04,0.2,2008,1,,8.2
1709,The ICO & Shadow of the Colossus Collection,Adventure,T,PS3,Sony Computer Entertainment,Bluepoint Games,9.0,,1.34,0.67,0.36,0.13,0.18,2011,1,9.0,9.0
1710,Donkey Kong Jungle Beat,Platform,E10,GC,Nintendo,Nintendo EAD Tokyo,7.9,,1.34,0.84,0.22,0.24,0.04,2005,1,,7.9
1696,Shadow The Hedgehog,Platform,E10,PS2,Sega,Sonic Team,4.8,,1.35,,,,,2005,1,,4.8
1699,FIFA Soccer 09,Sports,E,PSP,EA Sports,EA Canada,8.1,,1.35,0.23,0.73,0.02,0.37,2008,1,,8.1
1697,FIFA Soccer 08,Sports,E,PSP,EA Sports,EA Canada,7.9,,1.35,0.2,0.76,,0.39,2007,1,,7.9
1695,Resident Evil,Action,M,GC,Capcom,Capcom,8.9,,1.35,,,,,2002,1,,8.9
1693,Kirby Air Ride,Racing,E,GC,Nintendo,HAL Laboratory,6.4,,1.35,,,,,2003,1,,6.4
1690,Burnout Paradise,Racing,E10,X360,Electronic Arts,Criterion,8.9,,1.35,0.63,0.57,0.01,0.14,2008,1,,8.9
1692,Captain Toad: Treasure Tracker,Puzzle,E,WiiU,Nintendo,Nintendo EAD Tokyo,7.7,,1.35,,,,,2014,1,,7.7
1682,Marvel vs. Capcom 3: Fate of Two Worlds,Fighting,T,PS3,Capcom,Capcom,8.2,,1.36,0.81,0.28,0.11,0.15,2011,1,,8.2
1685,Hasbro Family Game Night 2,Misc,E,Wii,Electronic Arts,EA Bright Light,6.4,,1.36,0.7,0.52,,0.13,2009,1,5.0,5.7
1675,Wolfenstein II: The New Colossus,Shooter,M,PS4,Bethesda Softworks,MachineGames,9.0,,1.36,0.55,0.58,0.01,0.22,2017,1,,9.0
1684,Metroid: Other M,Action,T,Wii,Nintendo,Nintendo SPD Production Group 1/Team Ninja,7.7,,1.36,0.85,0.28,0.13,0.1,2010,1,,7.7
1674,Crash Bandicoot 2: N-Tranced,Platform,E,GBA,Vivendi Games,Vicarious Visions,7.5,,1.36,0.63,0.66,,0.07,2003,1,,7.5
1672,GoldenEye 007,Shooter,T,Wii,Activision,Eurocom Entertainment Software,8.0,,1.36,0.76,0.6,0.0,,2010,1,,8.0
1679,Gardening Mama,Puzzle,E,DS,Majesco,Taito Corporation,6.6,,1.36,0.79,0.42,0.01,0.13,2009,1,5.9,6.25
1671,LEGO Harry Potter: Years 1-4,Adventure,E10,PS3,Warner Bros. Interactive,Traveller's Tales,7.9,,1.37,0.55,0.61,,0.21,2010,1,,7.9
1667,Star Wars Knights of the Old Republic II: The Sith Lords,Role-Playing,T,XB,LucasArts,Obsidian Entertainment,,9.3,1.37,0.99,0.33,,0.05,2004,1,,9.3
1666,Age of Mythology,Strategy,T,PC,Microsoft Game Studios,Ensemble Studios,8.8,,1.37,,,,,2002,1,,8.8
1664,Pokemon Mystery Dungeon: Gates to Infinity,Role-Playing,E,3DS,Nintendo,Spike Chunsoft,5.9,,1.37,,,,,2013,1,,5.9
1670,Need for Speed: The Run,Racing,T,X360,Electronic Arts,EA Black Box,5.5,,1.37,0.63,0.57,0.0,0.16,2011,1,,5.5
1659,Dead Rising 2,Action,M,PS3,Capcom,Blue Castle Games,8.1,,1.37,0.43,0.57,0.15,0.22,2010,1,,8.1
1658,A Collection of Activision Classic Games for the Atari 2600,Misc,E,PS,Activision,"Livesay Technologies, Inc.",3.8,,1.37,0.76,0.52,,0.09,1998,1,,3.8
1657,Crysis 2,Shooter,M,X360,Electronic Arts,Crytek,8.7,,1.37,0.73,0.5,0.02,0.13,2011,1,,8.7
1661,Paper Mario,Role-Playing,E,N64,Nintendo,Intelligent Systems,9.1,,1.37,,,,,2001,1,,9.1
1656,Call of Duty: Black Ops,Shooter,M,Wii,Activision,Treyarch,7.5,,1.37,0.8,0.46,,0.12,2010,1,,7.5
1646,Rocket League,Sports,E,XOne,505 Games,Psyonix Studios,8.0,,1.38,0.52,0.75,,0.11,2016,1,,8.0
1647,Deus Ex: Human Revolution,Shooter,M,PS3,Square Enix,Eidos Montreal,8.8,,1.38,0.5,0.6,0.07,0.22,2011,1,,8.8
1645,The Sims 2,Simulation,T,PSP,Electronic Arts,Maxis,6.2,,1.38,0.49,0.56,,0.33,2005,1,,6.2
1644,Deus Ex: Human Revolution,Shooter,M,X360,Square Enix,Eidos Montreal,8.8,,1.38,0.77,0.47,0.02,0.12,2011,1,,8.8
1641,Bakugan: Battle Brawlers,Action,E,DS,Activision,MTO,6.4,,1.38,1.26,0.02,,0.1,2009,1,,6.4
1642,Far Cry 2,Shooter,M,PS3,Ubisoft,Ubisoft Montreal,8.4,,1.38,0.43,0.69,0.01,0.26,2008,1,7.5,7.95
1635,Ace Combat 6: Fires of Liberation,Simulation,T,X360,Namco Bandai,Namco Bandai Games,8.1,,1.39,,,,,2007,1,,8.1
1634,Sonic Generations,Platform,E,X360,Sega,Sonic Team,7.7,,1.39,0.71,0.54,0.0,0.13,2011,1,,7.7
1625,Fallout 4,Role-Playing,M,PC,Bethesda Softworks,Bethesda Game Studios,9.0,,1.4,0.57,0.72,,0.11,2015,1,,9.0
1624,Star Ocean: Till The End of Time,Role-Playing,T,PS2,Square Enix,tri-Ace,7.8,,1.4,,,,,2004,1,,7.8
1623,Resident Evil - Code: Veronica X,Action,M,PS2,Capcom,Capcom,8.4,,1.4,,,,,2001,1,,8.4
1622,Pokemon Rumble Blast,Action,E10,3DS,Nintendo,Ambrella,5.3,,1.4,,,,,2011,1,,5.3
1618,Bravely Default: Flying Fairy,Role-Playing,T,3DS,Nintendo,Square Enix,8.2,,1.4,,,,,2014,1,,8.2
1616,Anno 2070,Strategy,RP,PC,Ubisoft,Blue Byte Studio,8.7,,1.4,,1.14,,0.26,2011,1,,8.7
1615,2Xtreme,Sports,E,PS,Sony Computer Entertainment,SCEA,8.3,,1.4,1.15,0.2,,0.05,1996,1,,8.3
1613,Dead Space,Shooter,M,X360,Electronic Arts,EA Redwood Shores,8.9,,1.4,0.89,0.39,,0.13,2008,1,8.4,8.65
1612,Spider-Man: The Movie,Action,E,XB,Activision,Treyarch,7.7,,1.4,1.07,0.28,,0.05,2002,1,,7.7
1611,Fight Night Round 4,Fighting,T,X360,EA Sports,EA Canada,8.7,,1.4,0.95,0.33,,0.13,2009,1,,8.7
1599,Yu-Gi-Oh! The Duelists of the Roses,Action,E,PS2,Konami,Konami,7.0,,1.41,1.07,0.35,,,2003,1,,7.0
1607,Ridge Racer,Racing,E,PSP,Namco,Namco,8.8,,1.41,0.36,0.45,0.32,0.27,2005,1,,8.8
1602,LEGO Star Wars II: The Original Trilogy,Action,E10,PSP,LucasArts,Traveller's Tales,8.4,,1.41,0.58,0.51,,0.32,2006,1,,8.4
1609,Twisted Metal: Black,Racing,M,PS2,Sony Computer Entertainment,Incognito Inc.,8.9,,1.41,1.19,0.17,,0.05,2001,1,,8.9
1606,LEGO Indiana Jones 2: The Adventure Continues,Adventure,E10,Wii,LucasArts,Traveller's Tales,7.5,,1.41,0.9,0.38,,0.13,2009,1,,7.5
1603,Metroid Prime 3: Corruption,Shooter,T,Wii,Nintendo,Retro Studios,9.0,9.4,1.41,,,,,2007,1,,9.2
1600,LEGO Star Wars: The Video Game,Action,E,GC,Eidos Interactive,Traveller's Tales,7.9,,1.41,1.09,0.28,,0.04,2005,1,,7.9
1604,Style Savvy: Fashion Forward,Simulation,E,3DS,Nintendo,syn Sophia,6.5,,1.41,,,,,2016,1,,6.5
1591,Super Metroid,Adventure,E,SNES,Nintendo,Intelligent Systems,8.0,,1.42,,,,,1994,1,,8.0
1597,Rayman Raving Rabbids,Misc,E,Wii,Ubisoft,Ubisoft Montpellier,7.5,,1.42,1.22,0.07,0.02,0.11,2006,1,,7.5
1596,UFC Undisputed 2010,Fighting,T,PS3,THQ,Yuke's Future Media Creators,8.4,,1.42,0.8,0.4,0.02,0.19,2010,1,,8.4
1590,Sonic Heroes,Platform,E,GC,Sega,Sonic Team,7.2,,1.42,,,,,2004,1,,7.2
1588,Pokemon XD: Gale of Darkness,Role-Playing,E,GC,Nintendo,Genius Sonority Inc.,6.9,,1.42,,,,,2005,1,,6.9
1579,The Legend of Zelda: Twilight Princess,Adventure,T,GC,Nintendo,Nintendo EAD,9.5,,1.43,,,,,2006,1,,9.5
1577,Kinect Joy Ride,Racing,E,X360,Microsoft Game Studios,Big Park,5.6,,1.43,0.92,0.39,0.0,0.12,2010,1,,5.6
1576,Dead Space 2,Shooter,M,PS3,Electronic Arts,Visceral Games,9.0,,1.43,0.73,0.49,,0.21,2011,1,,9.0
1575,Smarty Pants,Misc,E,Wii,Electronic Arts,EA Los Angeles,6.5,,1.43,0.52,0.75,,0.16,2007,1,,6.5
1574,WWE SmackDown vs Raw 2008,Fighting,T,X360,THQ,Yuke's Media Creations,7.3,,1.43,0.92,0.38,0.0,0.13,2007,1,,7.3
1568,Star Wars: The Force Unleashed II,Action,T,X360,LucasArts,LucasArts,6.3,,1.44,0.95,0.37,,0.12,2010,1,,6.3
1569,Sonic Rivals,Racing,E,PSP,Sega,Backbone Entertainment,7.0,,1.44,0.73,0.43,,0.28,2006,1,,7.0
1564,BioShock,Shooter,M,PS3,2K Games,2K Boston / 2K Australia / 2K Marin,9.3,9.6,1.44,0.75,0.48,0.01,0.21,2008,1,9.3,9.4
1556,Resident Evil Outbreak,Action,M,PS2,Capcom,Capcom Production Studio 1,7.1,,1.45,,,,,2004,1,,7.1
1562,The House of the Dead 2 & 3 Return,Shooter,M,Wii,Sega,Sega,6.5,7.0,1.45,0.77,0.5,0.03,0.15,2008,1,,6.75
1559,Sonic & SEGA All-Stars Racing,Racing,E,Wii,Sega,Sumo Digital,7.9,,1.45,0.61,0.69,,0.15,2010,1,8.0,7.95
1560,Sega Genesis Collection,Misc,T,PSP,Sega,Sega,8.3,,1.45,0.53,0.58,,0.34,2006,1,,8.3
1548,Homefront,Shooter,M,X360,THQ,Kaos Studios,6.7,,1.46,0.83,0.48,0.02,0.12,2011,1,,6.7
1547,Mass Effect 2,Role-Playing,M,PS3,Electronic Arts,BioWare Edmonton,9.3,,1.46,0.78,0.46,0.03,0.18,2011,1,,9.3
1546,Battlefield: Bad Company,Shooter,T,X360,Electronic Arts,EA Digital Illusions CE,8.6,,1.46,0.81,0.46,0.04,0.15,2008,1,,8.6
1543,Dragon Ball FighterZ,Fighting,T,PS4,Namco Bandai Games,Arc System Works,,,1.46,0.61,0.51,0.12,0.23,2018,1,7.0,7.0
1540,Resident Evil 4: Wii Edition,Action,M,Wii,Capcom,Capcom Production Studio 4,9.2,9.7,1.46,1.26,0.06,0.14,,2007,1,9.0,9.299999999999999
1537,Super Monkey Ball,Puzzle,E,GC,Sega,Amusement Vision,9.0,,1.46,0.95,0.37,0.1,0.04,2001,1,,9.0
1527,Mario Golf,Sports,E,N64,Nintendo,Camelot Software Planning,9.0,,1.47,,,,,1999,1,,9.0
1528,Minecraft,Misc,E10,WiiU,Mojang,4J Studios,5.5,,1.47,0.5,0.49,0.38,0.09,2016,1,,5.5
1526,Kirby & the Amazing Mirror,Platform,E,GBA,Nintendo,Flagship,7.9,,1.47,,,,,2004,1,,7.9
1524,Super Scribblenauts,Puzzle,E10,DS,Warner Bros. Interactive,5TH Cell,7.9,,1.47,1.06,0.3,,0.11,2010,1,,7.9
1530,Fight Night Round 3,Fighting,T,X360,EA Sports,EA Chicago,8.6,,1.47,1.33,0.03,0.01,0.1,2006,1,,8.6
1522,Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,T,XB,Ubisoft,Ubisoft Shanghai,9.2,9.0,1.48,0.82,0.59,,0.07,2004,1,,9.1
1518,007: Quantum of Solace,Shooter,T,X360,Activision,Treyarch,6.6,,1.48,0.82,0.51,0.01,0.14,2008,1,,6.6
1517,Disney Sing It: Pop Hits,Misc,E,Wii,Disney Interactive Studios,Zoe Mode,6.8,,1.48,1.07,0.28,,0.12,2009,1,,6.8
1509,Final Fight,Action,,SNES,Capcom,Capcom,10.0,,1.48,,,,,1991,1,,10.0
1508,LEGO Battles: Ninjago,Strategy,E,DS,Warner Bros. Interactive,Hellbent Games,5.0,,1.48,1.03,0.33,,0.12,2011,1,,5.0
1507,Sonic's Ultimate Genesis Collection,Misc,E10,X360,Sega,Backbone Entertainment,8.1,,1.48,0.9,0.44,,0.14,2009,1,,8.1
1504,LEGO Star Wars III: The Clone Wars,Action,E10,X360,LucasArts,Traveller's Tales,7.9,,1.48,0.84,0.51,,0.13,2011,1,,7.9
1511,Professor Layton and the Mask of Miracle,Puzzle,E10,3DS,Nintendo,Level 5,8.4,,1.48,,,,,2012,1,,8.4
1512,SoulCalibur IV,Fighting,T,PS3,Namco Bandai,Project Soul,8.4,,1.48,,,,,2008,1,,8.4
1493,Dead Rising 2,Action,M,X360,Capcom,Blue Castle Games,8.2,,1.49,0.75,0.53,0.09,0.13,2010,1,,8.2
1500,Pokemon Mystery Dungeon: Explorers of Sky,Role-Playing,E,DS,Nintendo,ChunSoft,5.7,,1.49,,,,,2009,1,,5.7
1492,Mafia II,Action,M,PS3,2K Games,Illusion Softworks,7.0,,1.49,0.5,0.7,0.04,0.25,2010,1,,7.0
1498,Resistance 3,Shooter,M,PS3,Sony Computer Entertainment,Insomniac Games,8.3,,1.49,0.64,0.57,0.05,0.22,2011,1,,8.3
1499,Banjo-Tooie,Platform,E,N64,Nintendo,Rare Ltd.,9.3,,1.49,,,,,2000,1,,9.3
1477,Dirge of Cerberus: Final Fantasy VII,Shooter,,PS2,Square Enix,Square Enix,5.7,,1.5,,,,,2006,1,,5.7
1476,Crysis: Warhead,Shooter,M,PC,Electronic Arts,Crytek,8.4,,1.5,,,,,2008,1,,8.4
1484,Sonic Colors,Platform,E,DS,Sega,Sonic Team,8.2,,1.5,,,,,2010,1,,8.2
1485,SoulCalibur II,Fighting,T,PS2,Namco,Namco,9.1,,1.5,,,,,2003,1,,9.1
1481,Octopath Traveler,Role-Playing,T,NS,Nintendo,Square Enix,8.1,8.7,1.5,,,,,2018,1,9.0,8.6
1487,WWF No Mercy,Fighting,T,N64,THQ,Aki Corp.,9.1,,1.5,1.2,0.27,0.02,0.02,2000,1,,9.1
1489,Football Manager 2012,Sports,,PC,Sega,Sega,8.5,,1.5,0.02,1.16,,0.32,2011,1,7.6,8.05
1488,Rock Band 2,Misc,T,PS3,MTV Games,Harmonix Music Systems,8.9,,1.5,1.13,0.2,,0.16,2008,1,9.3,9.100000000000001
1469,Metal Gear Rising: Revengeance,Action,M,PS3,Konami Digital Entertainment,PlatinumGames,9.0,,1.5,0.47,0.41,0.44,0.18,2013,1,,9.0
1470,NFL Blitz,Sports,E,PS,Midway Games,Midway Games,9.1,,1.5,1.41,0.05,,0.04,1998,1,,9.1
1467,SoulCalibur II,Fighting,T,GC,Namco,Namco,9.2,,1.5,0.99,0.32,0.11,0.08,2003,1,,9.2
1471,Red Faction II,Shooter,M,PS2,THQ,Volition Inc.,8.6,,1.5,0.49,0.78,,0.23,2002,1,,8.6
1454,Call of Duty: Modern Warfare: Reflex Edition,Shooter,M,Wii,Activision,Treyarch,7.2,8.9,1.51,0.94,0.43,,0.14,2009,1,8.5,8.200000000000001
1458,Kirby: Planet Robobot,Action,E,3DS,Nintendo,HAL Laboratory,7.7,,1.51,,,,,2016,1,,7.7
1456,Call of Duty 3,Shooter,T,PS3,Activision,Treyarch,7.7,,1.51,0.6,0.63,0.03,0.26,2006,1,,7.7
1457,Star Wars: The Force Unleashed II,Action,T,PS3,LucasArts,LucasArts,6.3,,1.51,0.8,0.5,,0.21,2010,1,,6.3
1462,Turok: Dinosaur Hunter,Shooter,,N64,Acclaim Entertainment,Iguana Entertainment,8.9,,1.51,1.14,0.32,0.05,,1997,1,,8.9
1449,Dead Space 2,Shooter,M,X360,Electronic Arts,Visceral Games,9.1,,1.52,0.94,0.44,,0.13,2011,1,,9.1
1448,Sonic Rivals 2,Racing,E,PSP,Sega,Backbone Entertainment,6.4,,1.52,0.44,0.7,,0.37,2007,1,,6.4
1445,Forza Motorsport 7,Racing,E,XOne,Microsoft Studios,Turn 10 Studios,8.9,,1.52,0.58,0.81,0.01,0.12,2017,1,,8.9
1441,Mario vs. Donkey Kong 2: March of the Minis,Puzzle,E,DS,Nintendo,Nintendo Software Technology Corporation,7.7,,1.52,,,,,2006,1,,7.7
1440,Mario Tennis Open,Sports,E,3DS,Nintendo,Camelot Software Planning,6.6,,1.52,,,,,2012,1,,6.6
1436,Fight Night Round 4,Fighting,T,PS3,EA Sports,EA Canada,8.6,,1.52,0.92,0.4,,0.2,2009,1,,8.6
1426,Xenoblade Chronicles 2,Role-Playing,T,NS,Nintendo,Monolith Soft,8.2,,1.53,,,,,2017,1,,8.2
1424,SoulCalibur IV,Fighting,T,X360,Namco Bandai,Project Soul,8.3,,1.53,,,,,2008,1,,8.3
1423,Pokemon Ranger: Guardian Signs,Role-Playing,E,DS,Nintendo,Creatures Inc.,6.5,,1.53,,,,,2010,1,,6.5
1415,Go Vacation,Misc,E10,Wii,Namco Bandai,Namco Bandai Games,7.0,,1.54,0.42,0.66,0.33,0.13,2011,1,,7.0
1418,Dark Cloud,Role-Playing,T,PS2,Sony Computer Entertainment,Level 5,8.2,,1.54,0.83,0.44,0.08,0.19,2001,1,,8.2
1421,Die Hard Trilogy,Shooter,M,PS,Fox Interactive,Probe Entertainment Limited,8.5,,1.54,0.85,0.58,,0.1,1996,1,,8.5
1419,Sonic the Hedgehog (2006),Platform,E10,X360,Sega,Sonic Team,4.8,4.8,1.54,,,,,2006,1,,4.8
1408,007: The World is Not Enough,Shooter,T,N64,Electronic Arts,Eurocom Entertainment Software,7.4,,1.55,1.13,0.38,0.02,0.03,2000,1,,7.4
1411,Yoshi's Woolly World,Platform,E,WiiU,Nintendo,Good-Feel,7.4,6.0,1.55,,,,,2015,1,,6.7
1407,Guitar Hero 5,Misc,T,Wii,Activision,Vicarious Visions,8.9,,1.55,0.92,0.48,,0.15,2009,1,,8.9
1405,BioShock 2,Shooter,M,PS3,2K Games,2K Marin,8.5,,1.55,0.85,0.46,0.02,0.22,2010,1,9.1,8.8
1397,Mark of the Ninja,Action,,PC,Microsoft Studios,Klei Entertainment,9.3,,1.56,,,,,2012,1,,9.3
1402,Mafia II,Action,M,X360,2K Games,Illusion Softworks,7.2,,1.56,0.85,0.55,,0.15,2010,1,,7.2
1400,BioShock 2,Shooter,M,PC,2K Games,2K Marin,8.5,,1.56,,,,,2010,1,,8.5
1399,Twisted Metal,Action,T,PS,Sony Computer Entertainment,SingleTrac,7.0,,1.56,1.32,0.19,,0.05,1995,1,,7.0
1395,Mortal Kombat,Fighting,M,PS3,Warner Bros. Interactive,NetherRealm Studios,8.4,,1.56,1.06,0.31,,0.19,2011,1,,8.4
1394,AudioSurf,Misc,,PC,Invisible Handlebar,BestGameEver.com,8.2,9.0,1.56,,,,,2008,1,,8.6
1384,LEGO Pirates of the Caribbean: The Video Game,Action,E10,Wii,Disney Interactive Studios,Traveller's Tales,7.5,,1.57,0.73,0.69,,0.15,2011,1,,7.5
1385,Pro Evolution Soccer 2010,Sports,E,PS2,Konami,Konami,7.2,,1.57,0.1,0.18,0.12,1.16,2009,1,,7.2
1381,Devil May Cry 4,Action,M,PS3,Capcom,Capcom,8.2,8.2,1.58,0.58,0.45,0.34,0.2,2008,1,,8.2
1379,Final Fantasy XIV Online,MMO,T,PC,Square Enix,Square Enix,5.3,,1.58,0.93,0.48,,0.16,2010,1,,5.3
1370,LEGO Harry Potter: Years 1-4,Adventure,E10,X360,Warner Bros. Interactive,Traveller's Tales,7.9,,1.59,0.95,0.5,,0.14,2010,1,,7.9
1371,Far Cry 2,Shooter,M,X360,Ubisoft,Ubisoft Montreal,8.5,,1.59,0.72,0.69,0.02,0.18,2008,1,7.5,8.0
1372,Soul Blade,Fighting,T,PS,Namco,Namco,8.6,,1.59,0.61,0.41,0.46,0.1,1997,1,,8.6
1373,Diddy Kong Racing DS,Racing,E,DS,Nintendo,Rare Ltd.,5.9,,1.59,,,,,2007,1,,5.9
1369,Sonic Generations,Platform,E,PS3,Sega,Sonic Team,7.3,,1.59,0.6,0.72,0.02,0.25,2011,1,,7.3
1375,Pro Evolution Soccer 2008,Sports,E,PS3,Konami,Konami,7.1,,1.59,0.04,1.1,0.32,0.13,2008,1,,7.1
1376,FIFA 16,Sports,E,X360,EA Sports,EA Canada,9.0,,1.59,0.59,0.88,,0.12,2015,1,,9.0
1366,Silent Hill,Adventure,M,PS,Konami,KCET,8.9,,1.6,0.71,0.48,0.3,0.1,1999,1,,8.9
1365,Just Cause 2,Action,M,X360,Square Enix,Avalanche Studios,8.0,,1.6,0.59,0.83,0.02,0.17,2010,1,7.8,7.9
1362,Sonic Unleashed,Platform,E10,Wii,Sega,Sonic Team/Dimps Corporation,6.7,8.2,1.6,,,,,2008,1,,7.449999999999999
1358,Pikmin,Strategy,E,GC,Nintendo,Nintendo EAD,8.1,,1.6,,,,,2001,1,,8.1
1363,Super Mario Strikers,Sports,E,GC,Nintendo,Next Level Games,8.0,,1.6,,,,,2005,1,,8.0
1350,Dragon Quest IV: Chapters of the Chosen,Role-Playing,E10,DS,Square Enix,ArtePiazza,8.1,,1.6,,,,,2008,1,8.0,8.05
1357,Metroid Fusion,Adventure,E,GBA,Nintendo,Nintendo R&D1,9.0,,1.6,,,,,2002,1,,9.0
1359,Pokemon Super Mystery Dungeon,Role-Playing,E,3DS,Nintendo,ChunSoft,7.7,,1.6,,,,,2015,1,,7.7
1356,Lost Planet: Extreme Condition,Shooter,T,X360,Capcom,Capcom,7.6,,1.6,,,,,2007,1,,7.6
1355,Kingdom Hearts: Chain of Memories,Role-Playing,E,GBA,Square Enix,Jupiter Corporation,7.4,,1.6,,,,,2004,1,,7.4
