,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,status,Vgchartzscore,average_rating
1361,Sonic Adventure DX: Director's Cut,Platform,E,GC,Sega,Sonic Team,5.4,,1.6,,,,,2003,1,,5.4
1360,Resident Evil 4,Action,M,GC,Capcom,Capcom Production Studio 4,9.6,,1.6,,,,,2005,1,,9.6
1346,Rage,Shooter,M,X360,Bethesda Softworks,id Software,7.9,,1.6,0.82,0.6,0.03,0.15,2011,1,,7.9
1344,Tom Clancy's Ghost Recon Wildlands,Shooter,M,XOne,Ubisoft,Ubisoft Paris,7.7,,1.61,0.98,0.48,,0.15,2017,1,,7.7
1339,Deca Sports,Sports,E,Wii,Hudson Soft,CAProduction,5.3,,1.61,,,,,2008,1,,5.3
1340,The Legend of Zelda: Breath of the Wild,Action-Adventure,E10,WiiU,Nintendo,Nintendo EPD,10.0,10.0,1.61,,,,,2017,1,,10.0
1335,Rock Band,Misc,T,PS3,MTV Games,Harmonix Music Systems,9.1,,1.62,0.99,0.41,,0.22,2007,1,9.1,9.1
1334,The Order: 1886,Shooter,M,PS4,Sony Computer Entertainment,Ready at Dawn,6.2,,1.62,0.44,0.86,0.07,0.25,2015,1,,6.2
1333,Call of Duty: Black Ops,Shooter,M,PC,Activision,Treyarch,8.5,,1.62,0.58,0.82,,0.23,2010,1,,8.5
1331,Uncharted: Golden Abyss,Action,T,PSV,Sony Computer Entertainment,SCEA Bend Studio / Naughty Dog,7.9,,1.62,0.53,0.71,0.13,0.25,2012,1,,7.9
1330,Kinectimals,Simulation,E,X360,Microsoft Game Studios,Frontier Studio,7.5,,1.62,1.02,0.46,0.0,0.14,2010,1,7.2,7.35
1328,Ape Escape,Platform,E,PS,Sony Computer Entertainment,SCE Japan Studio,9.3,,1.63,0.71,0.48,0.32,0.11,1999,1,,9.3
1325,Mario Party 6,Misc,E,GC,Nintendo,Hudson Soft,7.2,,1.63,,,,,2004,1,,7.2
1318,Sonic Mega Collection,Misc,E,GC,Sega,Sonic Team,7.5,,1.64,,,,,2002,1,,7.5
1315,Army of Two,Shooter,M,X360,Electronic Arts,EA Montreal,6.7,,1.64,1.09,0.37,0.02,0.16,2008,1,,6.7
1320,Wii Play: Motion,Misc,E10,Wii,Nintendo,Nintendo EAD,5.2,,1.64,,,,,2011,1,,5.2
1310,MySims,Simulation,E,Wii,Electronic Arts,EA Redwood Shores,7.1,,1.65,0.9,0.54,0.04,0.17,2007,1,,7.1
1312,Plants vs. Zombies,Strategy,E10,PC,PopCap Games,PopCap Games,9.0,,1.65,,,,,2009,1,8.4,8.7
1311,Need for Speed Carbon,Racing,E10,X360,Electronic Arts,EA Black Box,7.9,,1.65,0.76,0.69,0.02,0.18,2006,1,,7.9
1309,Heavenly Sword,Action,T,PS3,Sony Computer Entertainment,Ninja Theory,8.0,,1.65,0.57,0.73,0.06,0.29,2007,1,,8.0
1306,Golden Sun,Role-Playing,E,GBA,Nintendo,Camelot Software Planning,9.1,,1.65,,,,,2001,1,,9.1
1296,Big Beach Sports,Sports,E,Wii,THQ,HB Studios Multimedia,4.9,,1.66,0.45,1.02,,0.2,2008,1,,4.9
1298,Shaun White Snowboarding: Road Trip,Sports,E10,Wii,Ubisoft,Ubisoft Montreal,7.8,,1.66,0.93,0.56,,0.16,2008,1,8.5,8.15
1295,SpongeBob SquarePants: Battle for Bikini Bottom,Platform,E,PS2,THQ,Heavy Iron Studios,5.8,,1.67,1.08,0.45,,0.14,2003,1,,5.8
1294,NCAA Football 2004,Sports,E,PS2,Electronic Arts,EA Tiburon,8.1,,1.67,1.35,0.09,,0.23,2003,1,,8.1
1290,PGR: Project Gotham Racing 2,Racing,E,XB,Microsoft Game Studios,Bizarre Creations,8.9,,1.67,0.97,0.59,0.04,0.07,2003,1,,8.9
1285,Dragon Age: Origins,Role-Playing,M,PS3,Electronic Arts,BioWare Edmonton,8.7,,1.67,0.96,0.42,0.08,0.21,2009,1,8.5,8.6
1277,Tekken 6,Fighting,T,X360,Namco Bandai,Namco Bandai Games,7.8,,1.68,,,,,2009,1,,7.8
1281,We Ski,Sports,E,Wii,Namco Bandai,Bandai Namco Games,7.1,,1.68,0.97,0.41,0.14,0.15,2008,1,,7.1
1273,NFL GameDay 98,Sports,E,PS,Sony Computer Entertainment,989 Studios,8.6,,1.68,1.58,0.06,,0.04,1997,1,,8.6
1279,Virtua Fighter 4,Fighting,T,PS2,Sega,Sega-AM2,9.3,,1.68,,,,,2002,1,,9.3
1270,Far Cry 4,Shooter,M,XOne,Ubisoft,Ubisoft Montreal,8.5,,1.68,0.85,0.68,0.02,0.14,2014,1,,8.5
1271,Saints Row 2,Action,M,PS3,THQ,Volition Inc.,7.9,,1.68,0.88,0.54,0.02,0.24,2008,1,,7.9
1275,Time Crisis,Shooter,T,PS,Namco,Namco,8.5,,1.68,0.38,0.87,0.33,0.1,1997,1,,8.5
1274,Star Wars Battlefront: Renegade Squadron,Shooter,T,PSP,LucasArts,Rebellion Developments,7.5,,1.68,0.9,0.47,,0.32,2007,1,,7.5
1267,Dragon Ball Z: The Legacy of Goku,Role-Playing,E,GBA,Infogrames,Webfoot Technologies,6.5,,1.69,1.52,0.12,,0.05,2002,1,,6.5
1266,Harry Potter and the Sorcerer's Stone,Action,E,GBA,Electronic Arts,Griptonite Games,6.6,,1.69,0.87,0.66,0.08,0.08,2001,1,,6.6
1262,Need for Speed: Undercover,Racing,T,X360,Electronic Arts,EA Vancouver,6.3,,1.69,0.8,0.7,0.01,0.18,2008,1,6.0,6.15
1268,The Sims 3: Late Night Expansion Pack,Simulation,T,PC,Electronic Arts,The Sims Studio,7.5,,1.69,0.59,0.88,,0.22,2010,1,,7.5
1250,Super Princess Peach,Platform,E,DS,Nintendo,TOSE Software,7.8,,1.7,,,,,2006,1,,7.8
1256,Cabela's Big Game Hunter 2010,Sports,T,Wii,Activision,Cauldron,5.5,,1.7,1.58,,,0.12,2009,1,,5.5
1255,Sid Meier's Civilization V,Strategy,E10,PC,2K Games,Firaxis Games,8.9,,1.7,1.0,0.53,,0.17,2010,1,,8.9
1252,NCAA Football 07,Sports,E,PS2,Electronic Arts,EA Sports,8.9,,1.7,1.41,0.05,,0.23,2006,1,,8.9
1248,Kingdom Hearts 358/2 Days,Role-Playing,E10,DS,Square Enix,High Horse Entertainment,7.5,,1.7,,,,,2009,1,8.5,8.0
1249,Kingdom Hearts: Birth by Sleep,Role-Playing,E10,PSP,Square Enix,Square Enix,7.9,,1.7,,,,,2010,1,,7.9
1244,Dragon Quest VI: Realms of Revelation,Role-Playing,T,DS,Nintendo,ArtePiazza,7.6,,1.7,,,,,2011,1,,7.6
1242,Devil May Cry 2,Action,M,PS2,Capcom,Capcom,6.5,,1.7,,,,,2003,1,,6.5
1241,Chrono Cross,Role-Playing,T,PS,Square EA,SquareSoft,9.7,,1.7,,,,,2000,1,,9.7
1246,Final Fantasy II,Role-Playing,,SNES,Square,Square,10.0,,1.7,,,,,1991,1,,10.0
1243,Dragon Quest V: Hand of the Heavenly Bride,Role-Playing,E10,DS,Square Enix,ArtePiazza,8.6,,1.7,,,,,2009,1,8.4,8.5
1231,Call of Duty: Modern Warfare 3,Shooter,M,PC,Activision,Infinity Ward,8.0,,1.71,0.41,0.99,,0.31,2011,1,,8.0
1236,Portal 2,Shooter,E10,PS3,Valve,Valve Software,9.6,,1.71,0.83,0.62,0.02,0.24,2011,1,,9.6
1228,The Beatles: Rock Band,Misc,T,Wii,MTV Games,Harmonix Music Systems,9.0,,1.71,1.17,0.39,,0.15,2009,1,9.0,9.0
1223,Titanfall 2,Shooter,M,PS4,Electronic Arts,Respawn Entertainment,8.9,,1.72,0.75,0.62,0.06,0.28,2016,1,,8.9
1221,Metroid II: Return of Samus,Adventure,E,GB,Nintendo,Intelligent Systems,7.3,,1.72,,,,,1991,1,,7.3
1219,Call of Duty: World at War Final Fronts,Shooter,T,PS2,Activision,Rebellion Developments,6.8,,1.72,0.61,0.18,,0.94,2008,1,,6.8
1217,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action,M,PS2,Rockstar Games,Rockstar North,9.7,,1.72,0.85,0.66,,0.22,2003,1,,9.7
1216,Crash Bandicoot: The Huge Adventure,Platform,E,GBA,Vivendi Games,Vicarious Visions,8.3,,1.73,0.95,0.7,,0.08,2002,1,,8.3
1215,Mario & Luigi: Partners in Time,Role-Playing,E,DS,Nintendo,AlphaDream Corporation,8.8,,1.73,,,,,2005,1,,8.8
1213,Twisted Metal III,Action,T,PS,989 Studios,989 Studios,4.4,,1.73,1.48,0.2,,0.05,1998,1,,4.4
1212,SSX Tricky,Sports,E,PS2,EA Sports BIG,EA Canada,9.2,,1.73,0.85,0.66,,0.22,2001,1,,9.2
1204,Max Payne 3,Shooter,M,PC,Rockstar Games,Rockstar Vancouver,9.0,,1.74,,,,,2012,1,,9.0
1203,Xenosaga Episode I: Der Wille zur Macht,Role-Playing,T,PS2,Namco,Monolith Soft,8.7,,1.74,0.63,0.49,0.45,0.17,2003,1,,8.7
1197,FIFA Soccer 08,Sports,E,PS3,EA Sports,EA Canada,8.5,,1.75,0.35,1.07,0.02,0.31,2007,1,,8.5
1198,Crackdown,Shooter,M,X360,Microsoft Game Studios,Realtime Worlds,8.4,7.0,1.75,1.0,0.53,0.03,0.18,2007,1,,7.7
1189,Just Cause 2,Action,M,PS3,Square Enix,Avalanche Studios,8.3,,1.75,0.45,0.92,0.06,0.32,2010,1,7.8,8.05
1179,The Legend of Zelda: The Minish Cap,Adventure,E,GBA,Nintendo,Flagship,8.9,,1.76,,,,,2005,1,,8.9
1180,Wii Party U,Party,E,WiiU,Nintendo,"Nd Cube Co., Ltd.",6.6,,1.76,,,,,2013,1,,6.6
1174,Ori and the Blind Forest: Definitive Edition,Platform,E,PC,Nordic Games,Moon Studios,,,1.76,,,,,2016,1,9.3,9.3
1173,High School Musical: Sing It!,Misc,E,Wii,Disney Interactive Studios,Artificial Mind and Movement,6.4,,1.76,1.15,0.45,,0.16,2007,1,,6.4
1183,State of Emergency,Action,M,PS2,Rockstar Games,VIS Entertainment,8.0,,1.76,0.86,0.67,,0.22,2002,1,,8.0
1171,UFC 2009 Undisputed,Fighting,T,PS3,THQ,Yuke's Osaka,8.4,,1.76,1.07,0.45,0.01,0.24,2009,1,,8.4
1176,The SpongeBob SquarePants Movie,Platform,E,PS2,THQ,Heavy Iron Studios,6.6,,1.76,1.06,0.54,,0.16,2004,1,,6.6
1170,Kirby 64: The Crystal Shards,Platform,E,N64,Nintendo,HAL Laboratory,7.9,,1.77,,,,,2000,1,,7.9
1166,Far Cry 5,Action,M,XOne,Ubisoft,Ubisoft Montreal,7.2,,1.78,1.14,0.47,,0.17,2018,1,,7.2
1161,LEGO Star Wars III: The Clone Wars,Action,E10,Wii,LucasArts,Traveller's Tales,7.5,,1.79,1.01,0.62,,0.15,2011,1,,7.5
1158,New Play Control! Mario Power Tennis,Sports,E,Wii,Nintendo,Camelot Software Planning,6.6,,1.79,,,,,2009,1,,6.6
1157,Kirby's Return to Dreamland,Platform,E10,Wii,Nintendo,HAL Laboratory,7.6,,1.79,,,,,2011,1,,7.6
1155,Sonic Colors,Platform,E,Wii,Sega,Sonic Team,7.7,,1.8,,,,,2010,1,,7.7
1154,Secret of Mana,Role-Playing,,SNES,Square,SquareSoft,9.1,,1.8,,,,,1993,1,,9.1
1149,Madden NFL 07,Sports,E,X360,EA Sports,EA Tiburon,8.2,,1.8,1.66,0.0,0.01,0.13,2006,1,,8.2
1144,Crazy Taxi,Racing,T,DC,Sega,Hitmaker,9.3,,1.81,1.1,0.51,0.12,0.08,2000,1,,9.3
1142,The Orange Box,Shooter,M,X360,Electronic Arts,Valve Software,9.7,,1.82,1.09,0.53,0.02,0.17,2007,1,,9.7
1139,BioShock Infinite,Shooter,M,PS3,2K Games,Irrational Games,9.5,,1.82,0.74,0.74,0.04,0.3,2013,1,,9.5
1135,Donkey Kong Country,Platform,E,GBA,Nintendo,Rare Ltd.,7.5,,1.82,,,,,2003,1,,7.5
1137,Star Fox Adventures,Adventure,T,GC,Nintendo,Rare Ltd.,8.1,,1.82,,,,,2002,1,,8.1
1131,Air Combat,Simulation,E,PS,Namco,Namco,7.0,,1.83,0.92,0.33,0.52,0.05,1995,1,,7.0
1133,Demon's Souls,Role-Playing,M,PS3,Atlus,From Software,9.1,9.5,1.83,0.97,0.34,0.35,0.17,2009,1,8.7,9.1
1130,The Elder Scrolls V: Skyrim Special Edition,Role-Playing,M,XOne,Bethesda Softworks,Bethesda Softworks,8.1,,1.83,1.13,0.53,,0.17,2016,1,,8.1
1122,Forza Horizon 4,Racing,E,XOne,Microsoft Studios,Playground Games,9.2,,1.84,0.74,0.95,0.01,0.15,2018,1,,9.2
1124,Rayman Raving Rabbids 2,Misc,E10,Wii,Ubisoft,Ubisoft Paris,6.6,,1.84,0.82,0.82,,0.2,2007,1,,6.6
1118,Kirby's Epic Yarn,Platform,E,Wii,Nintendo,Good-Feel,8.7,,1.85,,,,,2010,1,,8.7
1104,Star Wars: The Force Unleashed,Action,T,Wii,LucasArts,Krome Studios,6.8,7.4,1.86,1.11,0.56,0.0,0.19,2008,1,7.3,7.166666666666667
1113,SingStar,Misc,,PS2,Sony Computer Entertainment,SCEE London Studio,8.0,,1.86,,1.37,,0.49,2004,1,,8.0
1111,Turok 2: Seeds of Evil,Shooter,M,N64,Acclaim Entertainment,Iguana Entertainment,9.0,,1.86,1.37,0.41,0.04,0.04,1998,1,,9.0
1110,The Legend of Dragoon,Role-Playing,T,PS,Sony Computer Entertainment,SCEI,7.8,6.5,1.86,0.94,0.44,0.39,0.1,2000,1,,7.15
1109,Sonic Classic Collection,Platform,E,DS,Sega,Sonic Team,7.5,,1.86,0.94,0.74,,0.18,2010,1,,7.5
1108,Shrek 2,Platform,E,PS2,Activision,"Luxoflux, Inc.",6.9,,1.86,1.12,0.69,0.03,0.02,2004,1,,6.9
1105,The Legend of Zelda: Oracle of Seasons,Adventure,E,GBC,Nintendo,Flagship,9.3,,1.86,0.87,0.52,0.41,0.06,2001,1,,9.3
1112,The Evil Within,Action,M,PS4,Bethesda Softworks,Tango Gameworks,7.7,,1.86,0.56,0.9,0.11,0.28,2014,1,,7.7
1103,inFAMOUS 2,Action,T,PS3,Sony Computer Entertainment,Sucker Punch Productions,8.1,,1.87,1.05,0.48,0.08,0.26,2011,1,,8.1
1102,FIFA 2000,Sports,E,PS,EA Sports,EA Canada,8.8,,1.87,0.22,1.47,0.04,0.14,1999,1,,8.8
1094,Yu-Gi-Oh! Forbidden Memories,Role-Playing,E,PS,Konami,KCEJ,7.0,,1.88,1.37,0.44,,0.08,2002,1,,7.0
1095,Mortal Kombat: Deception,Fighting,M,PS2,Midway Games,Midway Games,7.4,,1.88,0.92,0.72,,0.24,2004,1,,7.4
1090,Madden NFL 09,Sports,E,PS3,EA Sports,EA Tiburon,8.6,,1.89,1.56,0.15,0.0,0.18,2008,1,,8.6
1089,Ratchet & Clank Future: A Crack in Time,Platform,E10,PS3,Sony Computer Entertainment,Insomniac Games,8.7,9.0,1.89,1.05,0.55,0.03,0.26,2009,1,8.3,8.666666666666666
1088,Minecraft,Sandbox,E10,NS,Mojang,4J Studios,9.2,,1.89,0.69,0.56,0.52,0.12,2018,1,,9.2
1084,Parasite Eve,Role-Playing,M,PS,Square EA,SquareSoft,7.9,,1.9,,,,,1998,1,,7.9
1083,Monster Hunter Tri,Role-Playing,T,Wii,Capcom,Capcom Production Studio 1,8.1,10.0,1.9,,,,,2010,1,9.1,9.066666666666666
1082,Dragon Quest Monsters: Joker,Role-Playing,E10,DS,Square Enix,TOSE Software,7.6,,1.9,,,,,2007,1,,7.6
1081,Dragon Ball: Xenoverse 2,Action,T,PS4,Namco Bandai Games,Dimps Corporation,7.1,,1.9,,,,,2016,1,,7.1
1079,Dead Rising,Action,M,X360,Capcom,Capcom Production Studio 1,8.4,,1.9,,,,,2006,1,,8.4
1077,Star Wars Rogue Leader: Rogue Squadron II,Simulation,T,GC,LucasArts,Factor 5,9.2,,1.9,1.03,0.75,0.03,0.09,2001,1,,9.2
1078,Tomb Raider (2013),Action,M,X360,Square Enix,Crystal Dynamics,8.5,,1.9,0.86,0.87,0.01,0.16,2013,1,,8.5
1080,Dissidia: Final Fantasy,Fighting,T,PSP,Square Enix,Square Enix,8.1,10.0,1.9,,,,,2009,1,8.9,9.0
1071,Postal 2,Shooter,M,PC,Whiptail Interactive,Running With Scissors,4.8,,1.91,,,,,2003,1,,4.8
1076,Madden NFL 18,Sports,E,XOne,EA Sports,EA Tiburon,8.8,,1.91,1.63,0.07,,0.2,2017,1,,8.8
1074,Mario Party 3,Misc,E,N64,Nintendo,Hudson Soft,7.0,,1.91,,,,,2001,1,,7.0
1070,Need for Speed: Shift,Racing,E,X360,Electronic Arts,Slightly Mad Studios,8.2,,1.91,0.73,0.96,0.01,0.22,2009,1,8.6,8.399999999999999
1075,Paper Mario: The Thousand-Year Door,Role-Playing,E,GC,Nintendo,Intelligent Systems,9.0,,1.91,,,,,2004,1,,9.0
1073,LEGO City Undercover: The Chase Begins,Action,E,3DS,Nintendo,TT Fusion,6.2,,1.91,,,,,2013,1,,6.2
1065,Red Faction,Shooter,M,PS2,THQ,Volition Inc.,9.1,,1.92,0.76,0.96,,0.2,2001,1,,9.1
1064,Guitar Hero: World Tour,Misc,T,PS3,Activision,Neversoft Entertainment,8.5,,1.92,1.1,0.55,,0.27,2008,1,,8.5
1063,The Legend of Zelda: Oracle of Ages,Adventure,E,GBC,Nintendo,Flagship,9.4,,1.92,0.92,0.53,0.41,0.06,2001,1,,9.4
1068,PaRappa The Rapper,Misc,E,PS,Sony Computer Entertainment,NanaOn-Sha,9.2,,1.92,0.26,0.16,1.46,0.03,1997,1,,9.2
1060,X-Men Legends,Role-Playing,T,PS2,Activision,Raven Software,8.6,,1.93,1.0,0.72,,0.21,2004,1,,8.6
1057,Call of Duty: World at War,Shooter,M,Wii,Activision,EXAKT Entertainment,8.1,8.9,1.94,1.17,0.58,,0.18,2008,1,8.4,8.466666666666667
1056,FIFA Soccer 09,Sports,E,X360,Electronic Arts,EA Canada,8.7,,1.94,0.49,1.26,0.01,0.18,2008,1,,8.7
1044,Pokemon Battle Revolution,Role-Playing,E,Wii,Nintendo,Genius Sonority Inc.,5.2,,1.95,,,,,2007,1,,5.2
1041,Tom Clancy's Rainbow Six: Vegas,Shooter,T,X360,Ubisoft,Ubisoft Montreal,8.8,,1.95,1.09,0.65,0.02,0.2,2006,1,,8.8
1047,Burnout Paradise,Racing,E10,PS3,Electronic Arts,Criterion Games,9.0,,1.95,1.01,0.63,0.02,0.28,2008,1,,9.0
1043,Grand Theft Auto: San Andreas,Action,M,XB,Rockstar Games,Rockstar North,9.2,,1.95,1.26,0.61,,0.09,2005,1,,9.2
1036,Hot Shots Golf: Open Tee,Sports,E10,PSP,Sony Computer Entertainment,Clap Hanz,8.4,,1.96,0.5,0.5,0.63,0.33,2005,1,,8.4
1026,Donkey Kong Country: Tropical Freeze,Platform,E,WiiU,Nintendo,Retro Studios,8.8,9.1,1.98,,,,,2014,1,,8.95
1028,Mario Sports Mix,Sports,E,Wii,Nintendo,Square Enix,6.0,,1.98,,,,,2011,1,,6.0
1025,Just Cause 3,Action-Adventure,M,PS4,Square Enix,Avalanche Studios,7.5,,1.98,0.53,1.07,0.09,0.3,2015,1,,7.5
1024,Harry Potter and the Chamber of Secrets,Adventure,E,GBA,Electronic Arts,Eurocom Entertainment Software,7.2,,1.99,1.21,0.64,0.05,0.09,2002,1,,7.2
1022,Tenchu: Stealth Assassins,Action,M,PS,Activision,Acquire,8.8,,1.99,0.95,0.64,0.27,0.13,1998,1,,8.8
1021,Mortal Kombat vs DC Universe,Fighting,T,X360,Midway Games,Midway Amusement Games,7.6,,1.99,1.58,0.23,,0.18,2008,1,,7.6
1020,TouchMaster,Puzzle,E10,DS,Midway Games,Midway Studios San Diego,6.9,,2.0,0.48,1.27,,0.24,2007,1,,6.9
1014,Driveclub,Racing,E,PS4,Sony Computer Entertainment,Evolution Studios,7.2,,2.0,,,,,2014,1,5.8,6.5
1019,The Legend of Zelda: Ocarina of Time 3D,Adventure,E10,3DS,Nintendo,GREZZO,9.3,,2.0,1.42,0.01,0.56,,2011,1,,9.3
1012,Dragon Quest Monsters: Joker 2,Role-Playing,E10,DS,Nintendo,TOSE Software,8.1,,2.0,,,,,2011,1,,8.1
1007,Dead Space,Shooter,M,PS3,Electronic Arts,EA Redwood Shores,8.9,,2.0,1.05,0.66,,0.29,2008,1,8.4,8.65
1018,Your Shape: Fitness Evolved,Sports,E,X360,Ubisoft,Ubisoft Montreal,7.0,,2.0,,,,,2010,1,7.0,7.0
1009,Detroit: Become Human,Adventure,M,PS4,Sony Interactive Entertainment,Quantic Dream,8.0,,2.0,,,,,2018,1,8.0,8.0
1008,Bloodborne,Role-Playing,M,PS4,Sony Computer Entertainment,From Software,8.2,,2.0,,,,,2015,1,,8.2
1003,Need for Speed: The Run,Racing,T,PS3,Electronic Arts,EA Black Box,6.3,,2.01,0.58,1.05,0.03,0.35,2011,1,,6.3
999,Just Dance 3,Misc,E10,X360,Ubisoft,Ubisoft Paris,5.5,,2.02,1.47,0.39,,0.16,2011,1,,5.5
1001,NBA 2K18,Sports,E10,XOne,2K Sports,Visual Concepts,7.7,,2.02,1.67,0.14,,0.21,2017,1,,7.7
1000,Rocket League,Sports,E,PS4,505 Games,Psyonix Studios,8.7,,2.02,0.37,1.34,,0.31,2016,1,,8.7
998,Onimusha: Warlords,Action,M,PS2,Capcom,Flagship,8.7,7.3,2.02,,,,,2001,1,,8.0
997,The Sims 3,Simulation,T,PS3,Electronic Arts,The Sims Studio,8.1,,2.03,0.73,0.96,0.02,0.31,2010,1,,8.1
994,Serious Sam 3: BFE,Shooter,M,PC,Devolver Digital,Croteam,7.0,,2.03,,,,,2011,1,,7.0
995,Rayman Raving Rabbids: TV Party,Misc,E10,Wii,Ubisoft,Ubisoft Paris,7.1,,2.03,0.72,1.08,,0.23,2008,1,7.9,7.5
992,1080: TenEighty Snowboarding,Sports,E,N64,Nintendo,Nintendo EAD,9.1,,2.03,,,,,1998,1,,9.1
993,Mario Hoops 3 on 3,Sports,E,DS,Nintendo,Square Enix,7.1,,2.03,,,,,2006,1,,7.1
991,Skate 3,Sports,T,PS3,EA Sports,EA Black Box,,,2.03,0.79,0.93,,0.32,2010,1,7.7,7.7
986,Dead or Alive 3,Fighting,T,XB,Tecmo,Team Ninja,8.3,,2.04,,,,,2001,1,,8.3
983,Madden NFL 25,Sports,E,PS3,Electronic Arts,EA Tiburon,7.5,,2.04,1.62,0.03,,0.38,2013,1,,7.5
989,Dragon Quest XI: Echoes of an Elusive Age,Role-Playing,T,PS4,Square Enix,Square Enix,10.0,,2.04,0.29,0.22,1.43,0.1,2018,1,,10.0
982,Need for Speed: ProStreet,Racing,E10,PS3,Electronic Arts,EA Black Box,7.2,,2.04,0.73,0.91,0.04,0.36,2007,1,,7.2
988,Dance Central 2,Music,T,X360,Microsoft,Harmonix Music Systems,8.6,,2.04,1.45,0.41,0.01,0.16,2011,1,,8.6
990,NBA 2K17,Sports,E,XOne,2K Sports,Visual Concepts,8.8,,2.04,1.7,0.12,,0.21,2016,1,,8.8
987,PGR4 - Project Gotham Racing 4,Racing,E,X360,Microsoft Game Studios,Bizarre Creations,8.6,,2.04,0.48,1.28,0.02,0.25,2007,1,,8.6
976,Mortal Kombat vs DC Universe,Fighting,T,PS3,Midway Games,Midway Amusement Games,7.6,,2.05,1.52,0.29,,0.25,2008,1,,7.6
974,Need for Speed: ProStreet,Racing,E10,X360,Electronic Arts,EA Black Box,7.1,,2.05,1.04,0.79,0.01,0.21,2007,1,,7.1
979,Dark Souls,Role-Playing,M,PS3,Namco Bandai,From Software,9.0,,2.05,0.75,0.53,0.54,0.22,2011,1,,9.0
973,Need for Speed: Undercover,Racing,T,PS3,Electronic Arts,EA Vancouver,5.9,,2.06,0.63,1.01,0.05,0.38,2008,1,6.0,5.95
972,Tom Clancy's Splinter Cell: Conviction,Action,M,X360,Ubisoft,Ubisoft Montreal,8.6,,2.06,1.2,0.62,0.04,0.19,2010,1,8.8,8.7
971,R4: Ridge Racer Type 4,Racing,E,PS,Namco,Namco,9.1,,2.06,0.68,0.46,0.79,0.13,1999,1,,9.1
968,Call of Duty 2,Shooter,T,X360,Activision,Infinity Ward,8.8,9.1,2.06,1.84,0.04,0.01,0.16,2005,1,,8.95
967,The Incredibles,Action,E,GBA,THQ,Helixe,5.4,,2.06,1.15,0.77,0.04,0.1,2004,1,,5.4
966,Professor Layton and the Last Specter,Adventure,E10,DS,Nintendo,Level 5,8.4,,2.06,,,,,2011,1,,8.4
961,The Sims 2: Pets,Simulation,E,DS,Electronic Arts,Maxis,4.8,,2.07,0.92,0.93,,0.22,2006,1,,4.8
963,UFC 2009 Undisputed,Fighting,T,X360,THQ,Yuke's Osaka,8.4,,2.07,1.48,0.39,0.0,0.19,2009,1,,8.4
953,Portal 2,Shooter,E10,X360,Valve,Valve Software,9.6,,2.08,1.41,0.49,0.01,0.17,2011,1,,9.6
952,Rock Band,Misc,T,Wii,MTV Games,Harmonix Music Systems,8.2,,2.08,1.33,0.56,,0.2,2008,1,,8.2
951,Sim Theme Park,Strategy,E,PC,Electronic Arts,Bullfrog Productions,8.1,,2.08,2.04,0.04,,,1999,1,,8.1
955,Mario Party 7,Misc,E,GC,Nintendo,Hudson Soft,6.0,,2.08,,,,,2005,1,,6.0
958,Metal Gear Solid: Peace Walker,Action,T,PSP,Konami,Kojima Productions,8.6,,2.08,0.46,0.42,0.96,0.25,2010,1,,8.6
954,Donkey Kong Country: Tropical Freeze,Platform,E,NS,Nintendo,Retro Studios,9.1,9.1,2.08,,,,,2018,1,7.0,8.4
948,Grand Theft Auto: Episodes from Liberty City,Adventure,M,PS3,Rockstar Games,Rockstar North,9.0,,2.09,0.62,0.99,0.13,0.34,2010,1,,9.0
942,Need for Speed: Most Wanted 5-1-0,Racing,E10,PSP,Electronic Arts,EA Black Box,7.4,,2.09,1.77,0.13,0.02,0.17,2005,1,,7.4
938,Killzone: Shadow Fall,Shooter,M,PS4,Sony Computer Entertainment,Guerrilla Games,9.0,,2.1,,,,,2013,1,,9.0
940,Onimusha 2: Samurai's Destiny,Adventure,M,PS2,Capcom,Capcom,8.5,,2.1,,,,,2002,1,,8.5
937,ARMS,Fighting,E10,NS,Nintendo,Nintendo EPD,7.9,,2.1,,,,,2017,1,,7.9
939,Kirby: Nightmare in Dream Land,Platform,E,GBA,Nintendo,HAL Laboratory,8.1,,2.1,,,,,2002,1,,8.1
931,NBA 2K11,Sports,E,X360,2K Sports,Visual Concepts,8.8,,2.11,1.86,0.12,0.01,0.13,2010,1,,8.8
932,Tony Hawk's Pro Skater,Sports,E,N64,Activision,Edge of Reality,9.3,,2.11,1.68,0.4,,0.03,2000,1,,9.3
934,Need for Speed: Hot Pursuit 2,Racing,E,PS2,Electronic Arts,EA Seattle,8.7,,2.11,1.68,0.31,0.02,0.09,2002,1,,8.7
933,PES 2009: Pro Evolution Soccer,Sports,E,PS3,Konami,Konami,7.7,,2.11,0.11,1.34,0.4,0.26,2008,1,,7.7
927,Borderlands,Shooter,M,PS3,2K Games,Gearbox Software,8.2,,2.12,1.22,0.61,,0.29,2009,1,8.6,8.399999999999999
929,Project Gotham Racing,Racing,E,XB,Microsoft,Bizarre Creations,8.4,,2.12,1.37,0.61,0.05,0.09,2001,1,,8.4
