,index,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,status,Vgchartzscore,average_rating
200,2176,Star Ocean: The Second Story,Role-Playing,E,PS,Sony Computer Entertainment,tri-Ace,8.2,,1.1,0.26,0.1,0.72,0.02,1999,1,,8.2
201,171,Driver,Action,T,PS,GT Interactive,Reflections Interactive,8.5,,6.27,3.11,2.8,0.02,0.33,1999,1,,8.5
202,7475,Armorines: Project S.W.A.R.M.,Shooter,T,N64,Acclaim Entertainment,Acclaim Studios London,6.2,,0.26,0.21,0.05,,0.0,1999,1,,6.2
203,7687,Hybrid Heaven,Role-Playing,T,N64,Konami,KCEO,7.0,,0.25,0.16,0.04,0.05,0.0,1999,1,,7.0
204,7745,Grandia,Role-Playing,E,PS,Sony Computer Entertainment,Game Arts,8.4,9.0,0.25,0.14,0.09,,0.02,1999,1,,8.7
205,1976,Metal Gear Solid VR Missions,Adventure,M,PS,Konami,Konami Computer Entertainment Japan,6.8,,1.18,0.66,0.45,,0.08,1999,1,,6.8
206,3589,Centipede,Shooter,E,PS,Hasbro Interactive,Leaping Lizard Software Inc.,5.9,,0.65,0.36,0.25,,0.04,1999,1,,5.9
207,767,Sonic Adventure,Platform,E,DC,Sega,Sonic Team,8.9,,2.42,1.26,0.61,0.46,0.08,1999,1,,8.9
208,251,Tony Hawk's Pro Skater,Sports,T,PS,Activision,Neversoft Entertainment,9.6,,5.02,3.42,1.38,0.02,0.2,1999,1,,9.6
209,3634,Rayman 2: The Great Escape,Platform,E,N64,Ubisoft,Ubisoft,9.0,,0.64,0.4,0.22,,0.02,1999,1,,9.0
210,3632,Castlevania,Platform,T,N64,Konami,KCEK,7.6,,0.64,0.44,0.1,0.04,0.05,1999,1,,7.6
211,1944,NFL 2K,Sports,E,DC,Sega,Visual Concepts,9.7,,1.2,1.12,0.05,,0.02,1999,1,,9.7
212,12111,"Grand Theft Auto: Mission Pack #1, London 1969",Adventure,M,PS,Rockstar Games,DMA Design,6.7,,0.11,0.06,0.04,,0.01,1999,1,,6.7
213,7908,South Park: Chef's Luv Shack,Misc,M,N64,Acclaim Entertainment,Acclaim Studios Austin,5.4,,0.24,0.19,0.05,,0.0,1999,1,,5.4
214,3682,A Bug's Life,Platform,E,N64,Activision,Traveller's Tales,6.1,,0.63,0.49,0.13,,0.01,1999,1,,6.1
215,2014,Jet Force Gemini,Shooter,T,N64,Rare,Rare Ltd.,8.1,,1.16,,,,,1999,1,,8.1
216,248,Super Mario Bros. Deluxe,Platform,E,GB,Nintendo,Nintendo EAD,9.7,,5.07,,,,,1999,1,,9.7
217,2212,Ready 2 Rumble Boxing,Sports,T,PS,Midway Games,Point of View,7.6,,1.08,0.6,0.41,,0.07,1999,1,,7.6
218,675,Medal of Honor,Shooter,T,PS,Electronic Arts,DreamWorks Interactive,9.3,,2.67,1.44,1.09,,0.14,1999,1,,9.3
219,2973,Final Fantasy Anthology,Role-Playing,T,PS,Square EA,SquareSoft,8.6,,0.8,0.45,0.3,,0.05,1999,1,,8.6
220,6728,Monster Truck Madness 64,Racing,E,N64,Rockstar Games,Edge of Reality,5.5,,0.3,0.24,0.06,,0.0,1999,1,,5.5
221,2943,Army Men: Sarge's Heroes,Shooter,T,N64,3DO,3DO,4.2,,0.81,0.68,0.12,,0.01,1999,1,,4.2
222,201,Super Smash Bros.,Fighting,E,N64,Nintendo,HAL Laboratory,8.4,,5.55,,,,,1999,1,,8.4
223,10584,Power Stone,Fighting,T,DC,Capcom,Capcom,8.6,,0.14,,,0.14,0.0,1999,1,,8.6
224,529,Star Wars Episode I Racer,Racing,E,N64,LucasArts,LucasArts,8.7,,3.12,,,,,1999,1,,8.7
225,9975,Asteroids Hyper 64,Shooter,E,N64,Crave Entertainment,Syrox Developments,5.6,,0.16,0.13,0.03,,0.0,1999,1,,5.6
226,602,Syphon Filter,Shooter,T,PS,989 Studios,Eidetic,9.2,,2.88,2.03,0.72,0.02,0.11,1999,1,,9.2
227,6595,Bass Hunter 64,Sports,E,N64,Take-Two Interactive,Gear Head Entertainment,6.0,,0.31,0.25,0.06,,0.0,1999,1,,6.0
228,6654,A Collection of Intellivision Classic Games,Misc,E,PS,Activision,LTI,4.3,,0.31,0.17,0.12,,0.02,1999,1,,4.3
229,11713,BoomBots,Fighting,T,PS,SouthPeak Interactive,The Neverhood,4.5,,0.11,0.06,0.04,,0.01,1999,1,,4.5
230,6642,South Park: Chef's Luv Shack,Misc,M,PS,Acclaim Entertainment,Acclaim Studios Austin,3.1,,0.31,0.17,0.12,,0.02,1999,1,,3.1
231,2676,3Xtreme,Action,E,PS,989 Studios,Unknown,2.9,,0.9,0.5,0.34,,0.06,1999,1,,2.9
232,6648,40 Winks,Platform,E,PS,GT Interactive,Eurocom Entertainment Software,5.5,,0.31,0.17,0.12,,0.02,1999,1,,5.5
233,7396,The House of the Dead 2,Shooter,M,DC,Sega,Wow Entertainment,7.5,,0.26,,,0.26,,1999,1,,7.5
234,3239,Croc 2,Platform,E,PS,Fox Interactive,Argonaut Games,6.5,,0.73,0.41,0.28,,0.05,1999,1,,6.5
235,3335,South Park,Shooter,M,PS,Acclaim Entertainment,Appaloosa Interactive,1.7,,0.71,0.39,0.27,,0.05,1999,1,,1.7
236,4914,Bloody Roar II,Fighting,T,PS,Sony Computer Entertainment,Eighting / Raizing,8.2,,0.46,0.25,0.17,,0.03,1999,1,,8.2
237,6400,Bust-A-Move '99,Puzzle,E,PS,Acclaim Entertainment,Taito Corporation,7.7,,0.32,0.18,0.12,,0.02,1999,1,,7.7
238,221,Pokemon Pinball,Misc,E,GBC,Nintendo,Jupiter Corporation,8.7,,5.31,,,,,1999,1,,8.7
239,2422,Street Fighter Alpha 3,Fighting,T,PS,Capcom,Capcom,8.4,,1.0,,,,,1999,1,,8.4
240,2298,Legacy of Kain: Soul Reaver,Adventure,M,PS,Eidos Interactive,Crystal Dynamics,8.9,,1.04,0.58,0.4,,0.07,1999,1,,8.9
241,665,Mario Party,Misc,E,N64,Nintendo,Hudson Soft,7.6,,2.7,,,,,1999,1,,7.6
242,3369,Chocobo's Dungeon 2,Role-Playing,E,PS,Square EA,SquareSoft,6.2,,0.7,0.04,0.03,0.58,0.05,1999,1,,6.2
243,225,Donkey Kong 64,Platform,E,N64,Nintendo,Rare Ltd.,9.3,,5.27,,,,,1999,1,,9.3
244,7470,Bust A Groove 2,Misc,E,PS,Enix,Metro,7.0,,0.26,0.04,0.03,0.18,0.02,1999,1,,7.0
245,12029,Arcade Party Pak,Misc,T,PS,Midway Games,Digital Eclipse,7.6,,0.11,0.06,0.04,,0.01,1999,1,,7.6
246,3452,Suikoden II,Role-Playing,T,PS,Konami,Konami,8.5,,0.68,0.15,0.1,0.38,0.04,1999,1,,8.5
247,7905,Paperboy,Action,E,N64,Midway Games,High Voltage Software,8.0,,0.24,0.19,0.05,,0.0,1999,1,,8.0
248,6122,SoulCalibur,Fighting,T,DC,Namco,Namco,9.6,,0.34,,,0.34,0.0,1999,1,,9.6
249,508,007: Tomorrow Never Dies,Shooter,T,PS,Electronic Arts,Black Ops Entertainment,6.2,,3.21,1.72,1.33,,0.16,1999,1,,6.2
250,780,Dino Crisis,Action,M,PS,Capcom,Capcom Production Studio 4,8.9,,2.4,,,,,1999,1,,8.9
251,6679,Ehrgeiz,Fighting,T,PS,Square,DreamFactory,6.7,,0.3,0.17,0.12,,0.02,1999,1,,6.7
252,5360,Sega Rally Championship 2,Racing,E,DC,Sega,Sega-AM3,8.5,,0.41,,,0.41,,1999,1,,8.5
253,42,Pokemon Yellow: Special Pikachu Edition,Role-Playing,E,GB,Nintendo,Game Freak,8.7,,14.64,,,,,1999,1,,8.7
254,1102,FIFA 2000,Sports,E,PS,EA Sports,EA Canada,8.8,,1.87,0.22,1.47,0.04,0.14,1999,1,,8.8
255,12438,Lode Runner 3-D,Action,E,N64,Infogrames,Big Bang,7.0,,0.1,0.08,0.02,,0.0,1999,1,,7.0
256,4168,Lunar: Silver Star Story Complete,Role-Playing,T,PS,Working Designs,Game Arts,7.6,10.0,0.55,0.27,0.18,0.06,0.04,1999,1,,8.8
257,1366,Silent Hill,Adventure,M,PS,Konami,KCET,8.9,,1.6,0.71,0.48,0.3,0.1,1999,1,,8.9
258,1328,Ape Escape,Platform,E,PS,Sony Computer Entertainment,SCE Japan Studio,9.3,,1.63,0.71,0.48,0.32,0.11,1999,1,,9.3
259,5081,Chocobo Racing,Racing,E,PS,Square EA,SquareSoft,5.4,,0.44,0.07,0.05,0.3,0.03,1999,1,,5.4
260,11618,Thousand Arms,Role-Playing,T,PS,Atlus,RED Company,,8.0,0.12,0.06,0.04,,0.01,1999,1,,8.0
261,3669,Sim Theme Park,Strategy,E,PS,Electronic Arts,Climax Group,8.5,,0.63,0.35,0.24,,0.04,1999,1,,8.5
262,4280,Gauntlet Legends,Action,T,N64,Midway Games,Atari Games,6.0,,0.54,0.43,0.1,,0.01,1999,1,,6.0
263,10365,Chessmaster II,Strategy,E,PS,Mindscape,Starsphere Interactive,7.5,,0.15,0.08,0.06,,0.01,1999,1,,7.5
264,4729,Harvest Moon 64,Simulation,E,N64,Natsume,Toy Box Studios,7.8,,0.48,0.25,0.06,0.11,0.06,1999,1,,7.8
265,11318,Echo Night,Adventure,T,PS,Agetec,From Software,6.3,,0.12,0.03,0.02,0.07,0.01,1999,1,,6.3
266,12308,Blue Stinger,Adventure,M,DC,Activision,Climax Entertainment,6.7,,0.1,,,0.1,,1999,1,,6.7
267,951,Sim Theme Park,Strategy,E,PC,Electronic Arts,Bullfrog Productions,8.1,,2.08,2.04,0.04,,,1999,1,,8.1
268,12292,The King of Fighters: Dream Match 1999,Fighting,T,DC,SNK,SNK Corporation,7.2,,0.1,,,0.1,0.0,1999,1,,7.2
269,11451,Rocket: Robot on Wheels,Platform,E,N64,Ubisoft,Sucker Punch,8.3,,0.12,0.1,0.02,,0.0,1999,1,,8.3
270,8802,Roadsters 99,Racing,E,N64,Titus,Unknown,6.4,,0.2,0.06,0.13,,0.01,1999,1,,6.4
271,12458,Marvel vs. Capcom: Clash of Super Heroes,Fighting,T,DC,Capcom,Capcom,8.5,,0.1,,,0.1,,1999,1,,8.5
272,420,Pokemon Snap,Simulation,E,N64,Nintendo,HAL Laboratory,7.9,,3.63,,,,,1999,1,,7.9
273,4135,Resident Evil 2,Action,M,N64,Capcom,Angel Studios,9.0,,0.56,0.39,0.09,0.07,0.01,1999,1,,9.0
274,971,R4: Ridge Racer Type 4,Racing,E,PS,Namco,Namco,9.1,,2.06,0.68,0.46,0.79,0.13,1999,1,,9.1
275,5532,You Don't Know Jack,Misc,T,PS,Sierra Entertainment,"Starsphere Interactive, Inc.",8.5,,0.4,0.22,0.15,,0.03,1999,1,,8.5
276,12571,Shadow Tower,Role-Playing,T,PS,Agetec,From Software,5.7,,0.1,0.01,0.01,0.07,0.01,1999,1,,5.7
277,1806,Twisted Metal 4,Racing,T,PS,989 Studios,989 Studios,6.7,,1.28,1.07,0.16,,0.04,1999,1,,6.7
278,3734,Beetle Adventure Racing!,Racing,E,N64,Electronic Arts,"Paradigm Entertainment, Electronic Arts",9.2,,0.62,0.4,0.2,,0.02,1999,1,,9.2
279,5990,South Park Rally,Racing,M,PS,Acclaim Entertainment,Tantalus Interactive,3.9,,0.36,0.2,0.13,,0.02,1999,1,,3.9
280,5885,Virtua Fighter 3tb,Fighting,T,DC,Sega,Sega,8.1,,0.37,,,0.37,0.0,1999,1,,8.1
281,276,Crash Team Racing,Racing,E,PS,Sony Computer Entertainment,Naughty Dog,9.2,,4.79,2.57,1.57,0.44,0.21,1999,1,,9.2
282,453,Resident Evil 3: Nemesis,Action,M,PS,Capcom,Capcom,9.4,,3.5,,,,,1999,1,,9.4
283,3910,Ready 2 Rumble Boxing,Sports,T,N64,Midway Games,Point of View,7.8,,0.59,0.47,0.11,,0.01,1999,1,,7.8
284,95,Gran Turismo 2,Racing,E,PS,Sony Computer Entertainment,Polyphony Digital,9.2,,9.37,,,,,1999,1,,9.2
285,12273,Vandal Hearts II,Strategy,M,PS,Konami,Konami,7.2,,0.1,0.06,0.04,,0.01,1999,1,,7.2
286,109,Final Fantasy VIII,Role-Playing,T,PS,Square EA,SquareSoft,9.4,,8.6,,,,,1999,1,,9.4
287,5509,Bugs Bunny: Lost in Time,Platform,E,PS,Infogrames,Behaviour Interactive Inc.,7.0,,0.4,0.22,0.15,,0.03,1999,1,,7.0
288,4000,Championship Motocross featuring Ricky Carmichael,Racing,E,PS,THQ,Funcom,7.5,,0.58,0.32,0.22,,0.04,1999,1,,7.5
289,448,Spyro 2: Ripto's Rage!,Platform,E,PS,Sony Computer Entertainment,Insomniac Games,8.7,,3.52,2.14,1.21,0.01,0.17,1999,1,,8.7
290,11906,Fighting Force 64,Action,T,N64,Crave Entertainment,Core Design Ltd.,5.2,,0.11,0.09,0.02,,0.0,1999,1,,5.2
291,9731,Clock Tower II: The Struggle Within,Adventure,M,PS,Agetec,Human Entertainment,4.4,,0.17,0.02,0.01,0.12,0.01,1999,1,,4.4
292,1527,Mario Golf,Sports,E,N64,Nintendo,Camelot Software Planning,9.0,,1.47,,,,,1999,1,,9.0
293,9037,Fire ProWrestling G,Fighting,,PS,Human Entertainment,S-Neo,8.0,,0.19,,,0.18,0.01,1999,1,,8.0
294,206,Final Fantasy IX,Role-Playing,T,PS,Square,SquareSoft,9.2,,5.5,,,,,2000,1,,9.2
295,210,Pokemon Stadium,Strategy,E,N64,Nintendo,HAL Laboratory,7.5,,5.46,,,,,2000,1,,7.5
296,369,Diablo II,Role-Playing,M,PC,Blizzard Entertainment,Blizzard North,8.8,,4.0,,,,,2000,1,,8.8
297,408,Spyro: Year of the Dragon,Platform,E,PS,Sony Computer Entertainment,Insomniac Games,9.1,,3.71,1.93,1.58,,0.19,2000,1,,9.1
298,4763,Fantavision,Puzzle,E,PS2,Sony Computer Entertainment,SCEI,8.0,,0.47,0.14,0.11,0.19,0.04,2000,1,,8.0
299,514,WWF SmackDown! 2: Know Your Role,Fighting,T,PS,THQ,Yuke's,8.7,,3.2,1.76,1.21,0.07,0.16,2000,1,,8.7
300,4740,Theme Park Roller Coaster,Strategy,E,PS2,Electronic Arts,Bullfrog Productions,7.9,,0.48,0.23,0.18,,0.06,2000,1,,7.9
301,367,Tekken Tag Tournament,Fighting,T,PS2,Namco,Namco,8.7,,4.05,1.68,1.51,0.51,0.35,2000,1,,8.7
302,406,Pokemon Trading Card Game,Strategy,E,GB,Nintendo,Hudson Soft,8.3,,3.72,,,,,2000,1,,8.3
303,6094,EverGrace,Role-Playing,T,PS2,Agetec,From Software,6.2,,0.35,0.1,0.08,0.15,0.03,2000,1,,6.2
304,6379,Championship Bass,Sports,E,PS,EA Sports,EA Seattle,7.1,,0.32,0.18,0.12,,0.02,2000,1,,7.1
305,6096,Lunar 2: Eternal Blue Complete,Role-Playing,T,PS,Working Designs,Game Arts,8.1,,0.35,0.19,0.13,,0.02,2000,1,,8.1
306,10705,Dead or Alive 2,Fighting,T,DC,Tecmo,Team Ninja,9.0,,0.14,,,0.14,,2000,1,,9.0
307,6047,Persona 2: Eternal Punishment,Role-Playing,T,PS,Atlus,Atlus Co.,8.7,,0.35,0.03,0.02,0.28,0.02,2000,1,,8.7
308,4008,Tenchu 2: Birth of the Stealth Assassins,Action,M,PS,Activision,Acquire,8.5,,0.58,0.32,0.22,,0.04,2000,1,,8.5
309,3973,Final Fantasy VIII,Role-Playing,T,PC,Square EA,SquareSoft,8.0,,0.58,,,,,2000,1,,8.0
310,3489,Wild ARMs 2,Role-Playing,E,PS,Sony Computer Entertainment,Media.Vision,6.5,,0.67,0.19,0.13,0.31,0.04,2000,1,,6.5
311,475,Crash Bash,Misc,E,PS,Sony Computer Entertainment,Eurocom Entertainment Software,6.8,,3.39,1.56,1.47,0.19,0.17,2000,1,,6.8
312,480,The Legend of Zelda: Majora's Mask,Adventure,E,N64,Nintendo,Nintendo EAD,9.3,,3.36,,,,,2000,1,,9.3
313,280,Driver 2,Action,T,PS,Atari,Reflections Interactive,7.0,,4.73,2.36,2.1,0.02,0.25,2000,1,,7.0
314,283,Tony Hawk's Pro Skater 2,Sports,T,PS,Activision,Neversoft Entertainment,9.3,,4.68,3.05,1.41,0.02,0.2,2000,1,,9.3
315,4333,007 Racing,Racing,T,PS,Electronic Arts,Eutechnyx,6.1,,0.53,0.3,0.2,,0.03,2000,1,,6.1
316,4420,Ready 2 Rumble Boxing: Round 2,Fighting,T,PS,Midway Games,Midway Games,6.5,,0.52,0.29,0.2,,0.03,2000,1,,6.5
317,5399,Ogre Battle 64: Person of Lordly Caliber,Role-Playing,T,N64,Atlus,Quest Corporation,9.1,,0.41,0.1,0.02,0.25,0.04,2000,1,,9.1
318,4385,Seaman,Simulation,T,DC,Sega,VIVARIUM Inc.,8.1,,0.52,,,0.52,,2000,1,,8.1
319,10543,Colin McRae Rally,Racing,,PC,Codemasters,Codemasters,9.0,,0.14,,,,,2000,1,,9.0
320,6440,Rayman 2: The Great Escape,Platform,E,PS,Ubisoft,Ubisoft Shanghai,8.7,,0.32,0.18,0.12,,0.02,2000,1,,8.7
321,5291,Army Men: Sarge's Heroes 2,Shooter,T,N64,3DO,3DO,6.0,,0.42,0.34,0.07,,0.0,2000,1,,6.0
322,5290,Baldur's Gate II: Shadows of Amn,Role-Playing,T,PC,Interplay,BioWare,9.5,,0.42,,,,,2000,1,,9.5
323,9830,Alien Resurrection,Shooter,M,PS,Fox Interactive,Argonaut Games,5.2,,0.16,0.09,0.06,,0.01,2000,1,,5.2
324,4089,Breath of Fire IV,Role-Playing,T,PS,Capcom,Capcom,8.4,,0.56,0.11,0.08,0.34,0.04,2000,1,,8.4
325,2938,Valkyrie Profile,Role-Playing,T,PS,Enix,tri-Ace,8.1,,0.81,0.07,0.05,0.63,0.05,2000,1,,8.1
326,891,Donkey Kong Country,Platform,E,GBC,Nintendo,Rare Ltd.,9.1,,2.19,,,,,2000,1,,9.1
327,8088,NHL FaceOff 2001,Sports,E,PS,Sony Computer Entertainment,SolWorks,7.2,,0.23,0.13,0.09,,0.02,2000,1,,7.2
328,8063,All-Star Baseball 2001,Sports,E,N64,Acclaim Entertainment,High Voltage Software,9.2,,0.23,0.22,0.01,,0.0,2000,1,,9.2
329,1713,Command & Conquer: Red Alert 2,Strategy,T,PC,Electronic Arts,Westwood Studios,8.9,,1.34,1.32,0.02,,,2000,1,,8.9
330,1726,Tony Hawk's Pro Skater,Sports,E,GB,Activision,Natsume,7.1,,1.33,0.9,0.38,0.01,0.05,2000,1,,7.1
331,10613,Marvel vs. Capcom 2,Fighting,T,DC,Capcom,Capcom,9.0,,0.14,,,0.14,,2000,1,,9.0
332,8361,Capcom vs. SNK,Fighting,T,DC,Capcom,Capcom,8.8,,0.22,,,0.22,,2000,1,,8.8
333,12101,Sakura Wars,Adventure,,DC,Sega,Overworks,7.6,,0.11,,,0.11,,2000,1,,7.6
334,823,Mario Tennis,Sports,E,N64,Nintendo,Camelot Software Planning,8.8,,2.32,,,,,2000,1,,8.8
335,7906,Ready 2 Rumble Boxing: Round 2,Fighting,T,N64,Midway Games,Point of View,6.9,,0.24,0.19,0.05,,0.0,2000,1,,6.9
336,7903,Army Men: Air Combat,Action,T,N64,3DO,3DO,7.6,,0.24,0.19,0.05,,0.0,2000,1,,7.6
337,12156,Brunswick Circuit Pro Bowling 2,Sports,E,PS,THQ,Adrenalin Entertainment,7.0,,0.11,0.06,0.04,,0.01,2000,1,,7.0
338,1946,Parasite Eve II,Role-Playing,M,PS,Square EA,SquareSoft,7.4,,1.2,,,,,2000,1,,7.4
339,1948,Shenmue,Adventure,T,DC,Sega,Sega-AM2,8.9,,1.2,,,,,2000,1,,8.9
340,11153,Sega GT,Racing,E,DC,Sega,TOSE Software,7.8,,0.13,,,0.13,0.0,2000,1,,7.8
341,1499,Banjo-Tooie,Platform,E,N64,Nintendo,Rare Ltd.,9.3,,1.49,,,,,2000,1,,9.3
342,1487,WWF No Mercy,Fighting,T,N64,THQ,Aki Corp.,9.1,,1.5,1.2,0.27,0.02,0.02,2000,1,,9.1
343,8582,Threads of Fate,Role-Playing,E,PS,Square EA,SquareSoft,7.8,,0.21,0.12,0.08,,0.01,2000,1,,7.8
344,11345,Bomberman Party Edition,Puzzle,E,PS,Vatical Entertainment,Metro,7.9,,0.12,0.07,0.05,,0.01,2000,1,,7.9
345,15,Pokemon Gold / Silver Version,Role-Playing,E,GB,Nintendo,Game Freak,9.2,,23.1,,,,,2000,1,,9.2
346,11322,Colony Wars III: Red Sun,Simulation,E,PS,Midway Games,Psygnosis,8.1,,0.12,0.07,0.05,,0.01,2000,1,,8.1
347,1110,The Legend of Dragoon,Role-Playing,T,PS,Sony Computer Entertainment,SCEI,7.8,6.5,1.86,0.94,0.44,0.39,0.1,2000,1,,7.15
348,1144,Crazy Taxi,Racing,T,DC,Sega,Hitmaker,9.3,,1.81,1.1,0.51,0.12,0.08,2000,1,,9.3
349,1170,Kirby 64: The Crystal Shards,Platform,E,N64,Nintendo,HAL Laboratory,7.9,,1.77,,,,,2000,1,,7.9
350,8805,South Park Rally,Racing,M,N64,Acclaim Entertainment,Tantalus Interactive,4.2,,0.2,0.16,0.04,,0.0,2000,1,,4.2
351,1241,Chrono Cross,Role-Playing,T,PS,Square EA,SquareSoft,9.7,,1.7,,,,,2000,1,,9.7
352,932,Tony Hawk's Pro Skater,Sports,E,N64,Activision,Edge of Reality,9.3,,2.11,1.68,0.4,,0.03,2000,1,,9.3
353,8807,Tigger's Honey Hunt,Platform,E,N64,NewKidCo,Rivage Games,7.3,,0.2,0.16,0.04,,0.0,2000,1,,7.3
354,8843,Grandia II,Role-Playing,T,DC,Ubisoft,Game Arts,8.6,,0.2,,,0.2,0.0,2000,1,,8.6
355,8665,Bugs Bunny & Taz: Time Busters,Adventure,E,PS,Infogrames,Artificial Mind and Movement,8.0,,0.21,0.11,0.08,,0.01,2000,1,,8.0
356,1408,007: The World is Not Enough,Shooter,T,N64,Electronic Arts,Eurocom Entertainment Software,7.4,,1.55,1.13,0.38,0.02,0.03,2000,1,,7.4
357,8564,Cruis'n Exotica,Racing,E,N64,Midway Games,Gratuitous Games,5.8,,0.21,0.17,0.04,,0.0,2000,1,,5.8
358,11932,Breakout,Puzzle,E,PS,Hasbro Interactive,Supersonic Software,4.9,,0.11,0.06,0.04,,0.01,2000,1,,4.9
359,1936,Dino Crisis 2,Action,M,PS,Capcom,Capcom Production Studio 4,8.8,,1.2,,,,,2000,1,,8.8
360,7588,Crusaders of Might and Magic,Role-Playing,T,PS,3DO,3DO,6.0,,0.25,0.14,0.1,,0.02,2000,1,,6.0
361,10969,Chicken Run,Adventure,E,PS,Eidos Interactive,Blitz Games,6.3,,0.13,0.07,0.05,,0.01,2000,1,,6.3
362,2066,Resident Evil - Code: Veronica,Action,M,DC,Capcom,Capcom,9.2,,1.14,,,,,2000,1,,9.2
363,7315,Alundra 2: A New Legend Begins,Role-Playing,T,PS,Activision,Matrix Software,7.1,,0.27,0.15,0.1,,0.02,2000,1,,7.1
364,2617,007: The World is not Enough,Shooter,T,PS,Electronic Arts,Black Ops Entertainment,6.4,,0.92,0.51,0.35,,0.06,2000,1,,6.4
365,2778,Vagrant Story,Role-Playing,T,PS,Square EA,SquareSoft,9.3,,0.87,0.3,0.2,0.3,0.06,2000,1,,9.3
366,2573,SaGa Frontier 2,Role-Playing,T,PS,Square EA,SquareSoft,7.4,,0.94,0.1,0.07,0.71,0.06,2000,1,,7.4
367,2412,Legend of Mana,Role-Playing,T,PS,Square,SquareSoft,7.8,,1.0,,,,,2000,1,,7.8
368,606,Colin McRae Rally,Racing,E,PS,Sony Computer Entertainment,Codemasters,7.9,,2.87,0.09,2.43,0.12,0.22,2000,1,,7.9
369,2871,Ace Combat 3: Electrosphere,Simulation,E,PS,Namco,Namco,7.6,,0.83,0.22,0.15,0.4,0.05,2000,1,,7.6
370,2401,Excitebike 64,Racing,E,N64,Nintendo,Left Field Productions,8.9,,1.0,0.65,0.15,0.19,0.01,2000,1,,8.9
371,2289,Dave Mirra Freestyle BMX,Sports,E,PS,Acclaim Entertainment,"Z-Axis, Ltd.",7.4,,1.05,0.91,0.11,,0.03,2000,1,,7.4
372,7479,Star Wars Episode I: Battle for Naboo,Simulation,T,N64,LucasArts,Factor 5,8.5,,0.26,0.21,0.05,,0.0,2000,1,,8.5
373,7543,Armored Core: Master of Arena,Simulation,E,PS,Agetec,From Software,7.2,,0.26,0.07,0.05,0.13,0.02,2000,1,,7.2
374,2649,Colin McRae Rally 2.0,Racing,E,PS,Codemasters,Codemasters,8.3,,0.91,0.02,0.8,0.02,0.07,2000,1,,8.3
375,2928,Ready 2 Rumble Boxing: Round 2,Fighting,T,PS2,Midway Games,Midway Games,7.9,,0.81,0.4,0.31,,0.1,2000,1,,7.9
376,2186,NFL 2K1,Sports,E,DC,Sega,Visual Concepts,9.6,,1.09,1.02,0.05,,0.02,2000,1,,9.6
377,9983,Starcraft 64,Strategy,T,N64,Nintendo,Mass Media,8.0,,0.16,0.13,0.03,,0.0,2000,1,,8.0
378,723,Perfect Dark,Shooter,M,N64,Rare,Rare Ltd.,9.7,,2.52,,,,,2000,1,,9.7
379,12046,Railroad Tycoon II,Strategy,E,PS,Take-Two Interactive,Take-Two Interactive,6.6,,0.11,0.06,0.04,,0.01,2000,1,,6.6
380,2054,Action Bass,Action,E,PS,Take-Two Interactive,Unknown,5.1,,1.14,0.64,0.43,,0.07,2000,1,,5.1
381,5354,Dexter's Laboratory Deesaster Strikes,Adventure,E,GBA,BAM! Entertainment,Virtucraft,6.5,,0.41,0.3,0.11,,0.01,2001,1,,6.5
382,10028,Konami Krazy Racers,Racing,E,GBA,Konami,KCEK,7.7,,0.16,0.09,0.03,0.04,0.0,2001,1,,7.7
383,9027,Dave Mirra Freestyle BMX 2,Sports,T,GBA,Acclaim Entertainment,Full Fat,8.0,,0.19,0.14,0.05,,0.0,2001,1,,8.0
384,53,Grand Theft Auto III,Action,M,PS2,Rockstar Games,DMA Design,9.5,,13.1,6.99,4.51,0.3,1.3,2001,1,,9.5
385,8700,Phantasy Star Online,Role-Playing,T,DC,Sega,Sonic Team,8.9,,0.2,,,0.2,,2001,1,,8.9
386,9281,Jurassic Park III: Island Attack,Adventure,E,GBA,Konami,Konami,4.9,,0.18,0.13,0.05,,0.0,2001,1,,4.9
387,6660,KuruKuru Kururin,Puzzle,,GBA,Nintendo,Eighting/Raizing,7.2,,0.31,,,0.3,0.01,2001,1,,7.2
388,6740,Rayman 2: Revolution,Platform,E,PS2,Ubisoft,Ubisoft,8.7,,0.3,0.15,0.11,,0.04,2001,1,,8.7
389,8796,Gothic,Role-Playing,T,PC,Xicat Interactive,Piranha Bytes,8.1,,0.2,,,,,2001,1,,8.1
390,9477,ESPN X Games Skateboarding,Sports,E,GBA,Konami,Konami Computer Entertainment Hawaii,5.7,,0.18,0.13,0.05,,0.0,2001,1,,5.7
391,5292,Dr. Mario 64,Puzzle,E,N64,Nintendo,Newcom,6.0,,0.42,0.34,0.07,,0.0,2001,1,,6.0
392,9200,Jackie Chan Adventures: Legend of the Dark Hand,Action,E,GBA,Activision,Torus Games,7.8,,0.19,0.13,0.05,,0.0,2001,1,,7.8
393,314,Tony Hawk's Pro Skater 3,Sports,T,PS2,Activision,Neversoft Entertainment,9.1,,4.41,2.66,1.29,0.01,0.46,2001,1,,9.1
394,7002,Shadow Hearts,Role-Playing,M,PS2,Midway Games,Sacnoth,7.0,,0.28,0.09,0.07,0.1,0.02,2001,1,,7.0
