,index,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,status,Vgchartzscore,average_rating
2266,2343,Serious Sam HD: The First Encounter,Shooter,M,PC,Devolver Digital,Croteam,6.9,,1.03,,,,,2009,1,,6.9
2267,10858,Rogue Warrior,Shooter,M,PS3,Bethesda Softworks,Rebellion Developments,2.5,,0.13,0.11,0.02,,0.01,2009,1,,2.5
2268,1950,Sonic and the Black Knight,Platform,E10,Wii,Sega,Sonic Team,4.8,8.5,1.2,,,,,2009,1,,6.65
2269,10940,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,Role-Playing,M,PS2,Atlus,Atlus Co.,8.0,,0.13,0.07,0.05,,0.02,2009,1,8.5,8.25
2270,2383,Resident Evil 5,Action,M,PC,Capcom,Capcom,8.9,,1.01,,,,,2009,1,,8.9
2271,2381,NBA 2K10,Sports,E,X360,2K Sports,Visual Concepts,8.4,,1.01,0.91,0.02,0.0,0.08,2009,1,,8.4
2272,2365,Braid,Platform,E10,PC,Number None,Number None Inc.,8.8,,1.01,,,,,2009,1,8.7,8.75
2273,1876,[Prototype],Action,M,PS3,Activision,Radical Entertainment,8.1,,1.24,0.65,0.41,,0.18,2009,1,,8.1
2274,10966,Phantom Brave: We Meet Again,Role-Playing,T,Wii,NIS America,Nippon Ichi Software,7.6,,0.13,0.12,,0.01,0.01,2009,1,7.8,7.699999999999999
2275,1843,Assassin's Creed: Bloodlines,Action,M,PSP,Ubisoft,Griptonite Studio,6.3,,1.26,0.43,0.5,0.05,0.28,2009,1,5.4,5.85
2276,1759,The Beatles: Rock Band,Misc,T,X360,MTV Games,Harmonix Music Systems,8.9,,1.31,0.97,0.23,,0.11,2009,1,9.0,8.95
2277,2027,EA Sports Active: More Workouts,Sports,E,Wii,EA Sports,EA Vancouver,7.9,,1.16,0.78,0.28,,0.1,2009,1,,7.9
2278,530,Tekken 6,Fighting,T,PS3,Namco Bandai,Namco Bandai Games,7.9,,3.12,,,,,2009,1,,7.9
2279,1228,The Beatles: Rock Band,Misc,T,Wii,MTV Games,Harmonix Music Systems,9.0,,1.71,1.17,0.39,,0.15,2009,1,9.0,9.0
2280,2592,Guitar Hero: Metallica,Misc,T,Wii,Activision,BudCat Creations,8.9,,0.93,0.4,0.43,,0.1,2009,1,,8.9
2281,2781,Ghostbusters: The Video Game,Action,E10,Wii,Atari,Red Fly Studio,7.6,,0.87,0.59,0.21,,0.07,2009,1,7.3,7.449999999999999
2282,12019,Astro Boy: The Video Game,Action,E10,Wii,D3 Publisher,High Voltage Software,5.3,,0.11,0.1,0.0,,0.01,2009,1,,5.3
2283,2838,The House of the Dead: Overkill,Shooter,M,Wii,Sega,Headstrong Games,7.9,,0.85,0.44,0.3,0.02,0.09,2009,1,8.2,8.05
2284,2828,The Legendary Starfy,Platform,E,DS,Nintendo,TOSE Software,7.1,,0.85,0.6,,0.2,0.05,2009,1,7.2,7.15
2285,769,God of War Collection,Action,M,PS3,Sony Computer Entertainment,Bluepoint Games,9.2,,2.42,,,,,2009,1,9.0,9.1
2286,12095,Rogue Warrior,Shooter,M,X360,Bethesda Softworks,Rebellion Developments,3.0,,0.11,0.09,0.01,,0.01,2009,1,,3.0
2287,716,Dragon Age: Origins,Role-Playing,M,X360,Electronic Arts,BioWare Edmonton,8.5,,2.56,1.76,0.55,0.03,0.22,2009,1,8.3,8.4
2288,2820,Ninja Gaiden Sigma 2,Action,M,PS3,Tecmo Koei,Team Ninja,8.5,,0.85,0.52,0.16,0.08,0.1,2009,1,8.8,8.65
2289,699,Grand Theft Auto: Episodes from Liberty City,Adventure,M,X360,Rockstar Games,Rockstar North,9.0,,2.6,1.08,1.22,0.03,0.27,2009,1,,9.0
2290,693,LittleBigPlanet,Platform,E,PSP,Sony Computer Entertainment,SCEE Cambridge,8.8,,2.61,0.65,1.27,0.01,0.68,2009,1,,8.8
2291,692,FIFA Soccer 10,Sports,E,X360,EA Sports,EA Canada,8.9,,2.62,0.6,1.79,0.01,0.23,2009,1,9.0,8.95
2292,681,Need for Speed: Shift,Racing,E,PS3,Electronic Arts,Slightly Mad Studios,8.2,,2.65,0.69,1.4,0.04,0.52,2009,1,8.6,8.399999999999999
2293,2848,Skate 2,Sports,T,PS3,Electronic Arts,EA Black Box,8.2,,0.84,0.46,0.25,0.01,0.12,2009,1,8.1,8.149999999999999
2294,673,Halo Wars,Strategy,T,X360,Microsoft Game Studios,Ensemble Studios,8.1,8.5,2.67,1.58,0.8,0.04,0.25,2009,1,8.4,8.333333333333334
2295,802,Madden NFL 10,Sports,E,PS3,EA Sports,EA Tiburon,8.5,,2.37,2.03,0.13,,0.21,2009,1,8.6,8.55
2296,11913,Spyborgs,Action,T,Wii,Capcom,Bionic Games,6.3,,0.11,0.09,0.01,,0.01,2009,1,,6.3
2297,2841,Ghostbusters: The Video Game,Action,T,PS3,Atari,Terminal Reality,7.8,,0.84,0.34,0.36,,0.14,2009,1,8.3,8.05
2298,2845,NBA 2K10,Sports,E,PS3,2K Sports,Visual Concepts,8.2,,0.84,0.75,0.01,0.01,0.07,2009,1,,8.2
2299,620,Madden NFL 10,Sports,E,X360,EA Sports,EA Tiburon,8.6,,2.83,2.52,0.09,,0.22,2009,1,8.6,8.6
2300,11752,Mana Khemia: Student Alliance,Role-Playing,E10,PSP,Nippon Ichi Software,Gust,3.2,,0.11,0.06,0.0,0.03,0.01,2009,1,,3.2
2301,11724,The King of Fighters XII,Fighting,T,X360,Ignition Entertainment,SNK Playmore Corporation,6.4,,0.11,0.09,0.0,0.01,0.01,2009,1,,6.4
2302,583,Street Fighter IV,Fighting,T,X360,Capcom,Capcom / Dimps Corporation,9.3,9.3,2.95,1.83,0.7,0.15,0.26,2009,1,9.1,9.233333333333333
2303,579,The Legend of Zelda: Spirit Tracks,Adventure,E10,DS,Nintendo,Nintendo EAD,8.7,,2.96,,,,,2009,1,9.0,8.85
2304,576,Style Savvy,Simulation,E,DS,Nintendo,syn Sophia,7.6,,2.98,,,,,2009,1,,7.6
2305,572,inFAMOUS,Action,T,PS3,Sony Computer Entertainment,Sucker Punch Productions,8.7,9.1,2.99,1.76,0.68,0.12,0.42,2009,1,8.2,8.666666666666666
2306,2874,Need for Speed: Nitro,Racing,E10,Wii,Electronic Arts,EA Montreal,7.0,,0.83,0.45,0.3,,0.08,2009,1,7.3,7.15
2307,559,Killzone 2,Shooter,M,PS3,Sony Computer Entertainment,Guerrilla Games,9.1,9.3,3.02,1.4,1.07,0.08,0.46,2009,1,9.1,9.166666666666666
2308,11694,Retro Game Challenge,Action,E,DS,Xseed Games,Bandai Namco Games,8.1,,0.11,,,0.11,,2009,1,8.3,8.2
2309,551,Rhythm Heaven,Music,E,DS,Nintendo,Nintendo SPD Group No.1,8.5,,3.04,,,,,2009,1,8.9,8.7
2310,2954,NCAA Football 10,Sports,E,PS3,EA Sports,EA Tiburon,8.1,,0.81,0.75,,,0.06,2009,1,,8.1
2311,628,Gran Turismo (PSP),Racing,E,PSN,Sony Computer Entertainment,Polyphony Digital,7.8,,2.82,0.43,0.91,0.31,1.16,2009,1,,7.8
2312,11326,Ice Age: Dawn of the Dinosaurs,Platform,E10,X360,Activision,Eurocom Entertainment Software,6.7,,0.12,0.09,0.03,,0.01,2009,1,6.9,6.800000000000001
2313,804,Sonic's Ultimate Genesis Collection,Misc,E10,PS3,Sega,Backbone Entertainment,8.1,,2.36,1.39,0.64,,0.33,2009,1,,8.1
2314,2772,Red Faction: Guerrilla,Shooter,M,X360,THQ,Volition Inc.,8.4,,0.87,0.48,0.29,0.01,0.09,2009,1,,8.4
2315,2639,EA Sports Grand Slam Tennis,Sports,E,Wii,EA Sports,EA Vancouver,7.9,,0.92,0.28,0.51,0.02,0.11,2009,1,,7.9
2316,11293,Are You Smarter than a 5th Grader? Game Time,Puzzle,E,X360,THQ,THQ,4.0,,0.12,0.12,,,0.01,2009,1,,4.0
2317,1171,UFC 2009 Undisputed,Fighting,T,PS3,THQ,Yuke's Osaka,8.4,,1.76,1.07,0.45,0.01,0.24,2009,1,,8.4
2318,1158,New Play Control! Mario Power Tennis,Sports,E,Wii,Nintendo,Camelot Software Planning,6.6,,1.79,,,,,2009,1,,6.6
2319,1133,Demon's Souls,Role-Playing,M,PS3,Atlus,From Software,9.1,9.5,1.83,0.97,0.34,0.35,0.17,2009,1,8.7,9.1
2320,11280,Eat Lead: The Return of Matt Hazard,Shooter,T,X360,D3 Publisher,Vicious Cycle,5.5,,0.12,0.1,0.01,0.0,0.01,2009,1,,5.5
2321,2637,BUZZ! Quiz World,Misc,T,PS3,Sony Computer Entertainment,Magenta Software,7.8,,0.92,0.16,0.58,,0.18,2009,1,8.9,8.35
2322,1089,Ratchet & Clank Future: A Crack in Time,Platform,E10,PS3,Sony Computer Entertainment,Insomniac Games,8.7,9.0,1.89,1.05,0.55,0.03,0.26,2009,1,8.3,8.666666666666666
2323,1080,Dissidia: Final Fantasy,Fighting,T,PSP,Square Enix,Square Enix,8.1,10.0,1.9,,,,,2009,1,8.9,9.0
2324,1070,Need for Speed: Shift,Racing,E,X360,Electronic Arts,Slightly Mad Studios,8.2,,1.91,0.73,0.96,0.01,0.22,2009,1,8.6,8.399999999999999
2325,2657,Operation Flashpoint: Dragon Rising,Shooter,M,PS3,Codemasters,Codemasters,7.3,,0.91,0.23,0.46,0.05,0.17,2009,1,,7.3
2326,11089,Eat Lead: The Return of Matt Hazard,Shooter,T,PS3,D3 Publisher,Vicious Cycle,5.3,,0.13,0.09,0.02,0.0,0.01,2009,1,,5.3
2327,2679,Resistance: Retribution,Shooter,M,PSP,Sony Computer Entertainment,SCEA Bend Studio,8.0,7.6,0.9,0.27,0.36,0.05,0.22,2009,1,,7.8
2328,2672,James Cameron's Avatar: The Game,Action,T,PS3,Ubisoft,Ubisoft Montreal,5.8,,0.9,0.32,0.43,,0.15,2009,1,,5.8
2329,11986,Patapon 2,Platform,E,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,8.2,,0.11,,0.03,0.06,0.01,2009,1,,8.2
2330,11355,Undead Knights,Action,M,PSP,Tecmo,Team Tachyon,6.6,,0.12,0.05,0.01,0.06,0.01,2009,1,,6.6
2331,11958,Dawn of Discovery,Simulation,E,DS,Ubisoft,Sunflowers Interactive,7.9,,0.11,0.07,0.03,,0.01,2009,1,,7.9
2332,2665,DJ Hero,Misc,T,PS3,Activision,FreeStyleGames,8.5,,0.9,0.42,0.34,,0.15,2009,1,8.0,8.25
2333,2719,Fossil Fighters,Role-Playing,E,DS,Nintendo,RED Entertainment,6.9,,0.89,0.83,,,0.06,2009,1,,6.9
2334,963,UFC 2009 Undisputed,Fighting,T,X360,THQ,Yuke's Osaka,8.4,,2.07,1.48,0.39,0.0,0.19,2009,1,,8.4
2335,11979,Prinny: Can I Really Be the Hero?,Platform,T,PSP,NIS America,Nippon Ichi Software,7.2,,0.11,0.04,0.01,0.05,0.01,2009,1,8.4,7.800000000000001
2336,927,Borderlands,Shooter,M,PS3,2K Games,Gearbox Software,8.2,,2.12,1.22,0.61,,0.29,2009,1,8.6,8.399999999999999
2337,910,Your Shape featuring Jenny McCarthy,Sports,E,Wii,Ubisoft,Ubisoft,6.0,,2.16,1.5,0.46,,0.19,2009,1,,6.0
2338,2733,Call of Duty: Modern Warfare 2,Shooter,M,PC,Activision,Infinity Ward,9.0,,0.88,0.01,0.79,,0.08,2009,1,,9.0
2339,2741,F1 2009,Racing,E,Wii,Codemasters,Sumo Digital,6.8,,0.88,0.15,0.62,,0.11,2009,1,,6.8
2340,2730,Call of Juarez: Bound in Blood,Shooter,M,PS3,Ubisoft,Techland,7.7,,0.88,0.35,0.38,0.01,0.15,2009,1,8.0,7.85
2341,12031,Planet 51,Action,E,X360,Sega,Pyro Studios,5.7,,0.11,0.07,0.03,,0.01,2009,1,,5.7
2342,11928,Night at the Museum: Battle of the Smithsonian,Action,E10,X360,Majesco,"Pipeworks Software, Inc.",5.4,,0.11,0.07,0.03,,0.01,2009,1,5.3,5.35
2343,861,Batman: Arkham Asylum,Action,T,PC,Eidos Interactive,Rocksteady Studios,9.3,,2.24,,,,,2009,1,,9.3
2344,841,Pro Evolution Soccer 2010,Sports,E,PS3,Konami,Konami,7.0,,2.28,0.3,1.27,0.46,0.26,2009,1,,7.0
2345,2666,Marvel: Ultimate Alliance 2,Role-Playing,T,X360,Activision,Vicarious Visions,7.4,,0.9,0.68,0.15,,0.08,2009,1,,7.4
2346,904,Scribblenauts,Puzzle,E10,DS,Warner Bros. Interactive,5TH Cell,8.2,,2.17,1.67,0.3,0.02,0.18,2009,1,8.8,8.5
2347,4109,LEGO Rock Band,Misc,E10,X360,Warner Bros. Interactive,TT Games / Harmonix Music Systems,7.3,,0.56,0.4,0.11,,0.05,2009,1,7.2,7.25
2348,3293,Mx vs. ATV Reflex,Racing,E,X360,THQ,Rainbow Studios,7.4,,0.72,0.52,0.14,,0.06,2009,1,,7.4
2349,8422,G.I. Joe: The Rise of Cobra,Action,T,Wii,Electronic Arts,Double Helix Games,4.8,,0.22,0.17,0.03,,0.02,2009,1,,4.8
2350,4968,Dynasty Warriors: Strikeforce,Action,T,PSP,Tecmo Koei,Omega Force,6.4,,0.45,0.03,0.02,0.38,0.02,2009,1,,6.4
2351,6718,Magna Carta 2,Role-Playing,T,X360,Namco Bandai,SoftMax,6.6,,0.3,0.13,0.07,0.07,0.02,2009,1,,6.6
2352,6717,Resident Evil Archives: Resident Evil,Action,M,Wii,Capcom,Capcom Production Studio 4,7.6,,0.3,0.16,0.04,0.08,0.02,2009,1,,7.6
2353,3837,Secret Agent Clank,Platform,E10,PS2,Sony Computer Entertainment,Sanzaru Games,7.0,,0.6,0.13,0.18,,0.29,2009,1,,7.0
2354,8252,G-Force,Action,E10,PS3,Disney Interactive Studios,Eurocom Entertainment Software,7.4,,0.22,0.13,0.06,,0.03,2009,1,,7.4
2355,9676,Fairytale Fights,Action,M,PS3,Playlogic Game Factory,Playlogic Game Factory,4.8,,0.17,0.11,0.04,,0.02,2009,1,,4.8
2356,3834,Muramasa: The Demon Blade,Role-Playing,T,Wii,Ignition Entertainment,Vanillaware,8.0,9.3,0.6,0.32,0.13,0.11,0.04,2009,1,8.6,8.633333333333335
2357,6779,Shaun White Snowboarding: World Stage,Sports,E,Wii,Ubisoft,Ubisoft Montreal,7.2,,0.3,0.24,0.03,,0.02,2009,1,,7.2
2358,9729,G-Force,Action,E10,X360,Disney Interactive Studios,Eurocom Entertainment Software,7.4,,0.17,0.11,0.05,,0.02,2009,1,,7.4
2359,5102,SingStar Queen,Misc,T,PS3,Sony Computer Entertainment,SCEE London Studio,6.8,,0.44,0.11,0.25,,0.07,2009,1,6.7,6.75
2360,8575,G.I. Joe: The Rise of Cobra,Action,T,PS3,Electronic Arts,Double Helix Games,4.3,,0.21,0.11,0.07,,0.03,2009,1,,4.3
2361,5111,Yu-Gi-Oh! 5D's Tag Force 4,Strategy,E,PSP,Konami,Konami,7.0,,0.44,0.19,0.07,0.12,0.05,2009,1,,7.0
2362,3840,Call of Juarez: Bound in Blood,Shooter,M,X360,Ubisoft,Techland,7.6,,0.6,0.3,0.24,0.0,0.06,2009,1,8.0,7.8
2363,6790,Guitar Hero: Van Halen,Misc,T,X360,Activision,Neversoft Entertainment,6.2,,0.3,0.16,0.1,,0.03,2009,1,,6.2
2364,4946,Vin Diesel: Wheelman,Racing,T,X360,Ubisoft,Tigon,6.7,,0.45,0.24,0.17,,0.04,2009,1,,6.7
2365,4945,Band Hero,Misc,E10,DS,Activision,Vicarious Visions,6.3,,0.45,0.22,0.19,,0.05,2009,1,,6.3
2366,10692,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",Role-Playing,T,PSP,NIS America,Acquire,6.9,,0.14,,0.0,0.13,0.0,2009,1,7.3,7.1
2367,6878,The Chronicles of Riddick: Assault on Dark Athena,Shooter,M,X360,Atari,Starbreeze Studios AB,8.2,,0.29,0.16,0.1,,0.03,2009,1,,8.2
2368,10706,X-Blades,Action,M,X360,SouthPeak Interactive,Gaijin Entertainment,6.0,,0.14,0.1,0.02,0.02,0.01,2009,1,,6.0
2369,6846,Up,Adventure,E10,X360,THQ,THQ,6.5,,0.29,0.2,0.07,,0.03,2009,1,,6.5
2370,8360,Shin Megami Tensei: Persona,Role-Playing,T,PSP,Atlus,Atlus Co.,7.6,,0.22,0.08,,0.13,0.01,2009,1,7.2,7.4
2371,5001,LEGO Rock Band,Misc,E,DS,Warner Bros. Interactive,TT Games / Harmonix Music Systems,8.4,,0.45,0.32,0.09,,0.04,2009,1,,8.4
2372,8355,Deadly Creatures,Action,T,Wii,THQ,Rainbow Studios,6.9,6.8,0.22,0.08,0.12,,0.02,2009,1,7.6,7.1000000000000005
2373,6947,Dead Rising: Chop Till You Drop,Action,M,Wii,Capcom,Capcom Production Studio 1 / TOSE Software,6.7,7.2,0.29,0.15,0.07,0.05,0.02,2009,1,7.7,7.2
2374,4018,NCAA Football 10,Sports,E,PS2,EA Sports,EA Tiburon,8.0,,0.58,0.28,0.22,,0.07,2009,1,,8.0
2375,4994,PES 2009: Pro Evolution Soccer,Sports,E,Wii,Konami,Konami,8.4,,0.45,0.09,0.26,0.05,0.05,2009,1,,8.4
2376,6938,Warriors Orochi 2,Action,T,PSP,KOEI,Omega Force,5.3,,0.29,0.06,0.0,0.22,0.01,2009,1,,5.3
2377,9690,Fairytale Fights,Action,M,X360,Playlogic Game Factory,Playlogic Game Factory,4.9,,0.17,0.14,0.02,,0.01,2009,1,,4.9
2378,6902,The BIGS 2,Sports,E10,Wii,2K Sports,Blue Castle Games,6.3,,0.29,0.26,0.01,,0.02,2009,1,6.1,6.199999999999999
2379,8370,Guitar Hero: Smash Hits,Misc,T,PS2,Activision,Vicarious Visions,6.9,,0.22,0.11,0.01,,0.1,2009,1,,6.9
2380,8410,Afrika,Adventure,E10,PS3,Natsume,Rhino Studios,6.0,8.0,0.22,0.12,0.0,0.08,0.01,2009,1,,7.0
2381,3888,LEGO Indiana Jones 2: The Adventure Continues,Adventure,E10,PSP,LucasArts,Traveller's Tales,5.2,,0.59,0.21,0.24,,0.14,2009,1,,5.2
2382,8616,Blue Dragon Plus,Role-Playing,E,DS,Ignition Entertainment,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,6.5,,0.21,0.12,0.03,0.05,0.01,2009,1,,6.5
2383,3791,Tony Hawk: RIDE,Sports,E10,X360,Activision,Robomodo / Buzz Monkey Software,4.4,,0.61,0.46,0.1,,0.05,2009,1,,4.4
2384,10441,NHL 2K10,Sports,E10,X360,2K Sports,Visual Concepts,6.6,,0.15,0.11,0.02,,0.01,2009,1,,6.6
2385,3772,Fire Emblem: Shadow Dragon,Strategy,E10,DS,Nintendo,Intelligent Systems,8.2,,0.61,0.29,0.03,0.27,0.03,2009,1,8.6,8.399999999999999
2386,5271,Guitar Hero: Smash Hits,Misc,T,X360,Activision,Neversoft Entertainment,7.1,,0.42,0.23,0.15,,0.04,2009,1,7.8,7.449999999999999
2387,8454,Teenage Mutant Ninja Turtles: Smash-Up,Fighting,E10,PS2,Ubisoft,Game Arts,7.2,,0.21,0.11,0.08,,0.03,2009,1,,7.2
2388,3726,Jak and Daxter: The Lost Frontier,Platform,E10,PSP,Sony Computer Entertainment,High Impact Games,7.5,,0.62,0.18,0.28,0.0,0.16,2009,1,,7.5
2389,8467,Phantasy Star 0,Role-Playing,E10,DS,Sega,Sonic Team,7.5,,0.21,,,,,2009,1,,7.5
2390,10843,G.I. Joe: The Rise of Cobra,Action,E10,DS,Electronic Arts,Fall Line Studio,5.6,,0.14,0.11,0.01,,0.01,2009,1,6.1,5.85
2391,5278,LEGO Rock Band,Misc,E10,PS3,Warner Bros. Interactive,TT Games / Harmonix Music Systems,7.4,,0.42,0.24,0.12,,0.06,2009,1,7.2,7.300000000000001
2392,3674,The Lord of the Rings: Conquest,Action,T,X360,Electronic Arts,Pandemic Studios,5.9,,0.63,0.37,0.2,,0.06,2009,1,5.3,5.6
2393,3672,Wolfenstein,Shooter,M,PS3,Activision,Raven Software,7.2,,0.63,0.25,0.27,,0.11,2009,1,,7.2
2394,8542,A Boy and His Blob,Platform,E,Wii,Majesco,WayForward Technologies,7.9,,0.21,0.18,0.01,,0.02,2009,1,,7.9
2395,8535,Cursed Mountain,Adventure,M,Wii,Deep Silver,Sproing Interactive Media / Deep Silver Vienna,6.3,,0.21,0.09,0.1,,0.02,2009,1,,6.3
2396,3701,Transformers: Revenge of the Fallen,Action,T,X360,Activision,Luxoflux Corp.,6.1,,0.63,0.34,0.23,,0.06,2009,1,7.0,6.55
2397,5419,Band Hero,Misc,E10,PS2,Activision,Vicarious Visions,6.0,,0.41,0.15,0.06,,0.2,2009,1,,6.0
2398,6393,Marvel: Ultimate Alliance 2,Role-Playing,T,Wii,Activision,n-Space,5.6,,0.32,0.25,0.05,,0.03,2009,1,,5.6
2399,5415,Katamari Forever,Puzzle,E,PS3,Namco Bandai,Bandai Namco Games,7.3,,0.41,0.26,0.05,0.06,0.04,2009,1,,7.3
2400,6383,And Yet It Moves,Platform,E,PC,Broken Rules,TU Wien,8.0,,0.32,,,,,2009,1,,8.0
2401,8521,50 Cent: Blood on the Sand,Shooter,M,X360,THQ,Swordfish Studios,7.3,,0.21,0.12,0.07,0.0,0.02,2009,1,,7.3
2402,3970,Guitar Hero: Smash Hits,Misc,T,Wii,Activision,Neversoft Entertainment,7.5,,0.58,0.31,0.21,,0.06,2009,1,7.8,7.65
2403,3768,Wet,Shooter,M,PS3,Bethesda Softworks,Artificial Mind and Movement,6.9,,0.62,0.22,0.27,0.01,0.11,2009,1,6.7,6.800000000000001
2404,10453,The Wizard of Oz: Beyond The Yellow Brick Road,Role-Playing,E,DS,Xseed Games,Media.Vision,6.4,,0.15,0.13,,0.0,0.01,2009,1,,6.4
2405,3783,Sacred 2: Fallen Angel,Role-Playing,M,PS3,CDV Software Entertainment,Ascaron Entertainment,7.1,,0.61,0.22,0.23,0.08,0.09,2009,1,,7.1
2406,5095,G-Force,Action,E10,Wii,Disney Interactive Studios,Eurocom Entertainment Software,7.5,,0.44,0.19,0.2,,0.05,2009,1,,7.5
2407,3773,Metroid Prime: Trilogy,Shooter,T,Wii,Nintendo,Retro Studios,9.0,9.6,0.61,0.42,0.05,,0.14,2009,1,9.3,9.299999999999999
2408,3810,James Cameron's Avatar: The Game,Action,T,PSP,Ubisoft,Ubisoft Montreal,3.9,,0.61,0.22,0.25,,0.14,2009,1,,3.9
2409,7556,Indiana Jones and the Staff of Kings,Action,T,PSP,LucasArts,Amaze,7.4,,0.26,0.11,0.1,,0.05,2009,1,,7.4
2410,6574,Fuel,Racing,E,X360,Codemasters,Asobo Studios,6.6,,0.31,0.09,0.18,0.0,0.04,2009,1,,6.6
2411,3795,Machinarium,Adventure,E,PC,Amanita Design,Amanita Design,8.0,,0.61,,,,,2009,1,,8.0
2412,8643,NCAA Football 10,Sports,E,PSP,EA Sports,EA Tiburon,7.0,,0.21,0.19,,,0.02,2009,1,,7.0
2413,10837,Risen,Role-Playing,M,PC,Deep Silver,Piranha Bytes,7.8,,0.14,,0.12,,0.02,2009,1,,7.8
2414,10848,X-Blades,Action,M,PS3,SouthPeak Interactive,Gaijin Entertainment,5.9,,0.14,0.07,0.03,0.02,0.01,2009,1,,5.9
2415,8647,Tenchu: Shadow Assassins,Action,M,Wii,Ubisoft,Acquire,7.0,,0.21,0.15,0.01,0.03,0.01,2009,1,7.9,7.45
2416,3717,Family Feud: 2010 Edition,Misc,E,Wii,Ubisoft,Ludia Inc.,,,0.62,0.58,,,0.04,2009,1,5.9,5.9
2417,3710,Ghostbusters: The Video Game,Action,T,X360,Atari,Terminal Reality,7.7,,0.62,0.43,0.14,,0.06,2009,1,8.3,8.0
2418,10086,Chaotic: Shadow Warriors,Action,E10,X360,Activision,Activision,6.2,,0.16,0.14,,,0.01,2009,1,,6.2
2419,9331,Might & Magic: Clash of Heroes,Role-Playing,E10,DS,Ubisoft,Capybara Games,8.6,,0.18,0.15,0.02,,0.01,2009,1,,8.6
2420,5315,Valkyrie Profile: Covenant of the Plume,Role-Playing,T,DS,Square Enix,tri-Ace,7.5,,0.42,0.22,0.02,0.16,0.02,2009,1,,7.5
2421,3633,Phantasy Star Portable,Role-Playing,T,PSP,Sega,Alfa System,7.1,9.1,0.64,,,,,2009,1,,8.1
2422,3982,Tom Clancy's HAWX,Action,T,X360,Ubisoft,Ubisoft Romania,6.9,,0.58,0.31,0.19,0.02,0.06,2009,1,,6.9
2423,4882,Tales of Vesperia,Role-Playing,,PS3,Namco Bandai,Namco Tales Studio,8.0,,0.46,,,0.46,,2009,1,,8.0
2424,7760,The Chronicles of Riddick: Assault on Dark Athena,Shooter,M,PS3,Atari,Starbreeze Studios AB,8.0,,0.25,0.12,0.09,,0.04,2009,1,,8.0
2425,4302,Sacred 2: Fallen Angel,Role-Playing,M,X360,CDV Software Entertainment,Ascaron Entertainment,7.0,,0.54,0.29,0.16,0.04,0.05,2009,1,,7.0
2426,9661,Monsters vs. Aliens,Platform,E10,X360,Activision,Beenox,6.5,,0.17,0.12,0.03,,0.02,2009,1,,6.5
2427,7594,Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,E10,Wii,Square Enix,Square Enix,6.9,,0.25,0.13,0.06,0.05,0.02,2009,1,6.2,6.550000000000001
2428,7355,Suikoden Tierkreis,Role-Playing,E10,DS,Konami,Konami,7.7,,0.27,0.09,0.02,0.15,0.01,2009,1,8.1,7.9
2429,7681,Disgaea 2: Dark Hero Days,Role-Playing,T,PSP,NIS America,Nippon Ichi Software,8.1,,0.25,0.1,0.01,0.12,0.02,2009,1,8.8,8.45
2430,4530,Rock Band Unplugged,Misc,T,PSP,MTV Games,Backbone Entertainment / Harmonix Music Systems,8.0,,0.5,0.25,0.15,,0.11,2009,1,7.8,7.9
2431,7362,Section 8,Shooter,T,X360,SouthPeak Interactive,TimeGate Studios,7.1,,0.27,0.15,0.09,,0.02,2009,1,,7.1
2432,7343,MLB 09: The Show,Sports,E,PSP,Sony Computer Entertainment,SCE San Diego Studio,8.8,,0.27,0.24,,,0.02,2009,1,,8.8
2433,7943,Avalon Code,Role-Playing,E10,DS,Marvelous Interactive,Matrix Software,7.1,,0.24,0.11,0.0,0.12,0.01,2009,1,7.8,7.449999999999999
2434,7979,Tiger Woods PGA Tour 10,Sports,E,PSP,EA Sports,EA Tiburon,8.1,,0.24,0.12,0.07,,0.05,2009,1,,8.1
2435,4617,Dynasty Warriors: Gundam 2,Action,T,PS3,Namco Bandai,Omega Force,5.9,,0.49,0.09,0.07,0.32,0.03,2009,1,6.4,6.15
2436,7946,MX vs. ATV Reflex,Racing,E,PSP,THQ,Rainbow Studio,5.3,,0.24,0.18,0.03,,0.03,2009,1,,5.3
2437,7977,Dynasty Warriors 6 Empires,Action,T,X360,KOEI,Omega Force,6.3,,0.24,0.16,0.02,0.04,0.02,2009,1,,6.3
2438,4636,Star Wars Battlefront: Elite Squadron,Shooter,T,DS,LucasArts,n-Space,5.9,,0.49,0.42,0.04,,0.04,2009,1,,5.9
2439,7278,The Conduit,Shooter,T,Wii,Sega,High Voltage Software,6.6,8.2,0.27,,,,,2009,1,8.3,7.7
2440,7700,The Elder Scrolls IV: Oblivion,Role-Playing,M,PC,Take-Two Interactive,Bethesda Softworks,9.2,,0.25,0.01,0.21,,0.04,2009,1,,9.2
2441,9503,Borderlands,Shooter,M,PC,2K Games,Gearbox Software,8.3,,0.17,0.01,0.14,,0.03,2009,1,,8.3
